Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Speed Limit,Road User,Gender,Age,National Remoteness Areas,SA4 Name 2021,National LGA Name 2021,National Road Type,Christmas Period,Easter Period,Age Group,Day of week,Time of day,Number of Fatalities,National LGA NAme 2021,Time of Day
20194107,SA,Jan,2019,Wednesday,1900-01-01 16:38:00,Multiple,110,Driver,Female,32,Outer Regional Australia,South Australia - South East,Coorong,National or State Highway,Yes,No,26_to_39,Weekday,Day,-9,,
20191295,NSW,Jan,2019,Thursday,1900-01-01 13:30:00,Single,110,Passenger,Male,38,Outer Regional Australia,New England and North West,Walcha,National or State Highway,Yes,No,26_to_39,Weekday,Day,-9,,
20191060,NSW,Jan,2019,Tuesday,1900-01-01 12:30:00,Single,100,Driver,Male,28,Outer Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20197022,NT,Jan,2019,Thursday,1900-01-01 14:08:00,Single,110,Passenger,Female,30,Outer Regional Australia,Darwin,Litchfield,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20191190,NSW,Jan,2019,Friday,1900-01-01 07:00:00,Single,110,Motorcycle rider,Male,36,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20194035,SA,Jan,2019,Tuesday,1900-01-01 10:50:00,Single,60,Driver,Male,32,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20191270,NSW,Jan,2019,Monday,1900-01-01 11:18:00,Multiple,100,Driver,Male,28,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20191146,NSW,Jan,2019,Tuesday,1900-01-01 13:00:00,Single,80,Motorcycle rider,Male,27,Outer Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20191291,NSW,Jan,2019,Thursday,1900-01-01 17:36:00,Multiple,100,Driver,Male,38,Inner Regional Australia,Illawarra,Wollongong,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20197011,NT,Jan,2019,Thursday,1900-01-01 12:15:00,Single,130,Driver,Male,26,Very Remote Australia,Northern Territory - Outback,Roper Gulf,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20195005,WA,Jan,2019,Monday,1900-01-01 09:47:00,Single,110,Passenger,Male,39,Very Remote Australia,Western Australia - Outback (North),Ashburton,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20192178,Vic,Jan,2019,Thursday,1900-01-01 13:53:00,Single,50,Passenger,Male,55,Major Cities of Australia,Melbourne - Inner East,Boroondara,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20195129,WA,Jan,2019,Tuesday,1900-01-01 15:48:00,Single,110,Driver,Male,52,Inner Regional Australia,Bunbury,Waroona,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20191181,NSW,Jan,2019,Thursday,1900-01-01 07:03:00,Single,50,Driver,Male,46,Inner Regional Australia,Central West,Orange,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20191242,NSW,Jan,2019,Tuesday,1900-01-01 13:50:00,Multiple,80,Driver,Male,45,Outer Regional Australia,Capital Region,Bega Valley,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20191276,NSW,Jan,2019,Wednesday,1900-01-01 17:00:00,Single,100,Driver,Male,63,Remote Australia,Far West and Orana,Bogan,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20192139,Vic,Jan,2019,Monday,1900-01-01 12:40:00,Multiple,110,Driver,Male,61,Outer Regional Australia,North West,Buloke,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20193164,Qld,Jan,2019,Monday,1900-01-01 12:00:00,Single,100,Driver,Male,40,Outer Regional Australia,Wide Bay,South Burnett,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20191102,NSW,Jan,2019,Wednesday,1900-01-01 11:00:00,Single,50,Passenger,Male,54,Inner Regional Australia,Mid North Coast,Kempsey,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20192095,Vic,Jan,2019,Thursday,1900-01-01 14:40:00,Single,100,Motorcycle rider,Male,57,Inner Regional Australia,Shepparton,Campaspe,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20195045,WA,Jan,2019,Friday,1900-01-01 16:27:00,Multiple,100,Driver,Male,44,Inner Regional Australia,Western Australia - Wheat Belt,Northam,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20194074,SA,Jan,2019,Thursday,1900-01-01 15:00:00,Multiple,100,Driver,Female,52,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20194101,SA,Jan,2019,Thursday,1900-01-01 07:30:00,Multiple,110,Pedal cyclist,Male,60,Remote Australia,South Australia - South East,Kingston (SA),Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20195029,WA,Jan,2019,Friday,1900-01-01 12:29:00,Multiple,100,Driver,Male,44,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20194004,SA,Jan,2019,Monday,1900-01-01 15:05:00,Multiple,110,Motorcycle rider,Male,49,Inner Regional Australia,Barossa - Yorke - Mid North,Adelaide Plains,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20192154,Vic,Jan,2019,Friday,1900-01-01 14:30:00,Single,110,Motorcycle rider,Male,41,Inner Regional Australia,Ballarat,Moorabool,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20191295,NSW,Jan,2019,Thursday,1900-01-01 13:30:00,Single,110,Passenger,Female,72,Outer Regional Australia,New England and North West,Walcha,National or State Highway,Yes,No,65_to_74,Weekday,Day,-9,,
20195042,WA,Jan,2019,Monday,1900-01-01 11:11:00,Single,90,Motorcycle rider,Female,69,Inner Regional Australia,Bunbury,Waroona,Local Road,No,No,65_to_74,Weekday,Day,-9,,
20191251,NSW,Jan,2019,Wednesday,1900-01-01 13:15:00,Multiple,70,Driver,Male,80,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20195058,WA,Jan,2019,Friday,1900-01-01 08:00:00,Multiple,90,Driver,Male,82,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton,National or State Highway,No,No,75_or_older,Weekday,Day,-9,,
20191102,NSW,Jan,2019,Wednesday,1900-01-01 11:00:00,Single,50,Driver,Female,79,Inner Regional Australia,Mid North Coast,Kempsey,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20192123,Vic,Jan,2019,Wednesday,1900-01-01 14:35:00,Multiple,80,Driver,Male,78,Major Cities of Australia,Melbourne - Outer East,Maroondah,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20193001,Qld,Jan,2019,Tuesday,1900-01-01 10:00:00,Single,100,Driver,Male,82,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,Sub-arterial Road,Yes,No,75_or_older,Weekday,Day,-9,,
20192180,Vic,Jan,2019,Monday,1900-01-01 12:50:00,Multiple,100,Passenger,Female,77,Inner Regional Australia,Geelong,Golden Plains,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20191015,NSW,Jan,2019,Thursday,1900-01-01 14:00:00,Multiple,100,Driver,Male,29,Inner Regional Australia,Sydney - Outer South West,Sutherland,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20192109,Vic,Jan,2019,Friday,1900-01-01 16:07:00,Multiple,100,Motorcycle rider,Female,47,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20191167,NSW,Jan,2019,Tuesday,1900-01-01 14:40:00,Single,50,Driver,Male,28,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Local Road,No,No,26_to_39,Weekday,Day,-9,,
20192103,Vic,Jan,2019,Sunday,1900-01-01 18:10:00,Single,50,Pedestrian,Male,1,Inner Regional Australia,Shepparton,Greater Shepparton,Local Road,No,No,0_to_16,Weekend,Night,-9,,
20198006,ACT,Jan,2019,Friday,1900-01-01 20:00:00,Single,80,Pedestrian,Male,44,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,40_to_64,Weekend,Night,-9,,
20192051,Vic,Jan,2019,Thursday,1900-01-01 03:00:00,Single,80,Pedestrian,Male,20,Inner Regional Australia,Shepparton,Greater Shepparton,Arterial Road,No,No,17_to_25,Weekday,Night,-9,,
20193126,Qld,Jan,2019,Wednesday,1900-01-01 21:00:00,Single,60,Pedestrian,Male,17,Major Cities of Australia,Brisbane - South,Brisbane,National or State Highway,No,No,17_to_25,Weekday,Night,-9,,
20197017,NT,Jan,2019,Saturday,1900-01-01 05:15:00,Single,50,Pedestrian,Male,38,Outer Regional Australia,Darwin,Darwin,Local Road,No,No,26_to_39,Weekend,Night,-9,,
20194015,SA,Jan,2019,Sunday,1900-01-01 16:00:00,Single,60,Pedestrian,Male,71,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,65_to_74,Weekend,Day,-9,,
20194030,SA,Jan,2019,Wednesday,1900-01-01 10:40:00,Single,50,Pedestrian,Male,72,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20196013,Tas,Jan,2019,Tuesday,1900-01-01 03:15:00,Single,110,Pedestrian,Male,30,Inner Regional Australia,Hobart,Brighton,National or State Highway,Yes,No,26_to_39,Weekday,Night,-9,,
20195143,WA,Jan,2019,Tuesday,1900-01-01 21:15:00,Single,60,Pedestrian,Female,52,Outer Regional Australia,Western Australia - Outback (South),Kalgoorlie-Boulder,Local Road,No,No,40_to_64,Weekday,Night,-9,,
20195032,WA,Jan,2019,Thursday,1900-01-01 09:03:00,Single,50,Pedestrian,Male,93,Major Cities of Australia,Perth - North East,Mundaring,National or State Highway,No,No,75_or_older,Weekday,Day,-9,,
20194068,SA,Jan,2019,Tuesday,1900-01-01 09:07:00,Single,10,Pedestrian,Female,77,Major Cities of Australia,Adelaide - North,Tea Tree Gully,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20194060,SA,Jan,2019,Wednesday,1900-01-01 14:38:00,Single,60,Pedestrian,Female,82,Major Cities of Australia,Adelaide - West,West Torrens,Arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20183092,Qld,Dec,2018,Sunday,1900-01-01 04:00:00,Single,60,Driver,Male,22,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Sub-arterial Road,No,No,17_to_25,Weekend,Night,-9,,
20182159,Vic,Dec,2018,Saturday,1900-01-01 20:45:00,Single,80,Passenger,Male,27,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway,No,No,26_to_39,Weekend,Night,-9,,
20182159,Vic,Dec,2018,Saturday,1900-01-01 20:45:00,Single,80,Driver,Male,27,Major Cities of Australia,Melbourne - West,Wyndham,National or State Highway,No,No,26_to_39,Weekend,Night,-9,,
20181276,NSW,Dec,2018,Saturday,1900-01-01 04:50:00,Single,100,Driver,Male,32,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,26_to_39,Weekend,Night,-9,,
20181049,NSW,Dec,2018,Sunday,1900-01-01 06:30:00,Single,110,Driver,Male,16,Outer Regional Australia,Far West and Orana,Gilgandra,National or State Highway,No,No,0_to_16,Weekend,Day,-9,,
20182199,Vic,Dec,2018,Saturday,1900-01-01 17:45:00,Single,100,Driver,Male,52,Inner Regional Australia,Ballarat,Golden Plains,National or State Highway,Yes,No,40_to_64,Weekend,Day,-9,,
20185114,WA,Dec,2018,Saturday,1900-01-01 09:02:00,Multiple,110,Passenger,Male,41,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,National or State Highway,No,No,40_to_64,Weekend,Day,-9,,
20183065,Qld,Dec,2018,Sunday,1900-01-01 21:00:00,Single,40,Passenger,Female,69,Inner Regional Australia,Sunshine Coast,Noosa,Local Road,Yes,No,65_to_74,Weekend,Night,-9,,
20183161,Qld,Dec,2018,Tuesday,1900-01-01 17:00:00,Multiple,100,Driver,Male,31,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20187036,NT,Dec,2018,Sunday,1900-01-01 22:14:00,Single,60,Passenger,Female,25,Very Remote Australia,Northern Territory - Outback,East Arnhem,Sub-arterial Road,Yes,No,17_to_25,Weekend,Night,-9,,
20183154,Qld,Dec,2018,Monday,1900-01-01 08:00:00,Single,100,Driver,Male,45,Remote Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road,No,No,40_to_64,Weekday,Day,-9,,
20181038,NSW,Dec,2018,Friday,1900-01-01 14:00:00,Single,50,Driver,Male,67,Inner Regional Australia,Murray,Albury,Local Road,Yes,No,65_to_74,Weekday,Day,-9,,
20183059,Qld,Dec,2018,Monday,1900-01-01 18:00:00,Single,60,Motorcycle rider,Male,33,Major Cities of Australia,Ipswich,Ipswich,Sub-arterial Road,Yes,No,26_to_39,Weekday,Night,-9,,
20183085,Qld,Dec,2018,Wednesday,1900-01-01 21:00:00,Single,50,Pedal cyclist,Male,48,Outer Regional Australia,Townsville,Townsville,Local Road,Yes,No,40_to_64,Weekday,Night,-9,,
20182155,Vic,Dec,2018,Monday,1900-01-01 20:45:00,Multiple,60,Pedal cyclist,Male,43,Inner Regional Australia,Warrnambool and South West,Warrnambool,Collector Road,Yes,No,40_to_64,Weekday,Night,-9,,
20182049,Vic,Dec,2018,Monday,1900-01-01 19:00:00,Single,100,Passenger,Female,51,Inner Regional Australia,Ballarat,Pyrenees,Sub-arterial Road,Yes,No,40_to_64,Weekday,Night,-9,,
20182094,Vic,Dec,2018,Monday,1900-01-01 18:55:00,Multiple,50,Driver,Male,52,Outer Regional Australia,North West,Horsham,Local Road,No,No,40_to_64,Weekday,Night,-9,,
20184027,SA,Dec,2018,Saturday,1900-01-01 03:45:00,Single,70,Pedestrian,Male,21,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,Yes,No,17_to_25,Weekend,Night,-9,,
20182017,Vic,Dec,2018,Monday,1900-01-01 02:30:00,Single,80,Pedestrian,Male,20,Major Cities of Australia,Mornington Peninsula,Frankston,Arterial Road,Yes,No,17_to_25,Weekend,Night,-9,,
20182110,Vic,Dec,2018,Wednesday,1900-01-01 20:58:00,Single,50,Driver,Female,74,Major Cities of Australia,Melbourne - Inner East,Boroondara,Collector Road,No,No,65_to_74,Weekday,Night,-9,,
20182035,Vic,Dec,2018,Tuesday,1900-01-01 18:26:00,Multiple,100,Pedal cyclist,Male,65,Inner Regional Australia,Bendigo,Mount Alexander,Sub-arterial Road,No,No,65_to_74,Weekday,Night,-9,,
20185036,WA,Dec,2018,Wednesday,1900-01-01 12:31:00,Single,50,Pedestrian,Male,24,Major Cities of Australia,Perth - North West,Joondalup,Local Road,Yes,No,17_to_25,Weekday,Day,-9,,
20183043,Qld,Dec,2018,Monday,1900-01-01 19:00:00,Single,60,Pedestrian,Female,75,Outer Regional Australia,Townsville,Townsville,Sub-arterial Road,Yes,No,75_or_older,Weekday,Night,-9,,
20182113,Vic,Dec,2018,Monday,1900-01-01 01:30:00,Multiple,60,Passenger,Female,21,Inner Regional Australia,Bendigo,Greater Bendigo,Collector Road,No,No,17_to_25,Weekend,Night,-9,,
20182071,Vic,Dec,2018,Sunday,1900-01-01 04:30:00,Multiple,100,Driver,Male,20,Outer Regional Australia,Warrnambool and South West,Glenelg,National or State Highway,No,No,17_to_25,Weekend,Night,-9,,
20181203,NSW,Dec,2018,Friday,1900-01-01 21:20:00,Single,100,Driver,Male,22,Outer Regional Australia,New England and North West,Gwydir,Arterial Road,No,No,17_to_25,Weekend,Night,-9,,
20185100,WA,Dec,2018,Friday,1900-01-01 21:40:00,Single,110,Driver,Male,28,Inner Regional Australia,Bunbury,Waroona,National or State Highway,No,No,26_to_39,Weekend,Night,-9,,
20181114,NSW,Dec,2018,Sunday,1900-01-01 20:50:00,Single,70,Driver,Male,45,Outer Regional Australia,Murray,Murray River,Arterial Road,No,No,40_to_64,Weekend,Night,-9,,
20183091,Qld,Dec,2018,Friday,1900-01-01 19:00:00,Multiple,100,Passenger,Male,47,Very Remote Australia,Queensland - Outback,Cook,Access road,No,No,40_to_64,Weekend,Night,-9,,
20183149,Qld,Dec,2018,Monday,1900-01-01 20:00:00,Single,80,Driver,Male,21,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Local Road,Yes,No,17_to_25,Weekday,Night,-9,,
20185085,WA,Dec,2018,Tuesday,1900-01-01 23:05:00,Single,80,Passenger,Male,24,Inner Regional Australia,Bunbury,Harvey,National or State Highway,No,No,17_to_25,Weekday,Night,-9,,
20184002,SA,Dec,2018,Wednesday,1900-01-01 22:35:00,Single,60,Passenger,Male,19,Major Cities of Australia,Adelaide - North,Salisbury,Sub-arterial Road,No,No,17_to_25,Weekday,Night,-9,,
20181309,NSW,Dec,2018,Friday,1900-01-01 00:30:00,Single,10,Driver,Male,24,Remote Australia,Central West,Lachlan,Local Road,No,No,17_to_25,Weekday,Night,-9,,
20181077,NSW,Dec,2018,Wednesday,1900-01-01 23:48:00,Single,70,Motorcycle rider,Male,20,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Weekday,Night,-9,,
20187003,NT,Dec,2018,Thursday,1900-01-01 18:30:00,Single,100,Passenger,Female,29,Very Remote Australia,Northern Territory - Outback,East Arnhem,Arterial Road,No,No,26_to_39,Weekday,Night,-9,,
20181188,NSW,Dec,2018,Sunday,1900-01-01 16:20:00,Single,100,Passenger,Male,3,Outer Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,0_to_16,Weekend,Day,-9,,
20183159,Qld,Dec,2018,Saturday,1900-01-01 11:00:00,Multiple,100,Driver,Male,21,Outer Regional Australia,Central Queensland,Gladstone,Collector Road,Yes,No,17_to_25,Weekend,Day,-9,,
20181231,NSW,Dec,2018,Saturday,1900-01-01 06:15:00,Single,100,Passenger,Female,19,Outer Regional Australia,Riverina,Narrandera,National or State Highway,No,No,17_to_25,Weekend,Day,-9,,
20182106,Vic,Dec,2018,Sunday,1900-01-01 11:00:00,Multiple,50,Motorcycle rider,Male,17,Major Cities of Australia,Melbourne - North West,Moreland,Local Road,No,No,17_to_25,Weekend,Day,-9,,
20183034,Qld,Dec,2018,Sunday,1900-01-01 08:00:00,Multiple,60,Motorcycle rider,Male,29,Major Cities of Australia,Gold Coast,Gold Coast,National or State Highway,No,No,26_to_39,Weekend,Day,-9,,
20184038,SA,Dec,2018,Sunday,1900-01-01 09:40:00,Single,60,Pedal cyclist,Male,46,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road,Yes,No,40_to_64,Weekend,Day,-9,,
20181232,NSW,Dec,2018,Sunday,1900-01-01 14:00:00,Single,80,Motorcycle rider,Male,54,Outer Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No,40_to_64,Weekend,Day,-9,,
20185076,WA,Dec,2018,Sunday,1900-01-01 17:20:00,Single,90,Driver,Male,19,Inner Regional Australia,Bunbury,Harvey,National or State Highway,No,No,17_to_25,Weekend,Day,-9,,
20183141,Qld,Dec,2018,Sunday,1900-01-01 08:00:00,Single,100,Driver,Male,56,Remote Australia,Queensland - Outback,Cook,Sub-arterial Road,No,No,40_to_64,Weekend,Day,-9,,
20186030,Tas,Dec,2018,Saturday,1900-01-01 14:15:00,Multiple,100,Driver,Female,69,Outer Regional Australia,Launceston and North East,Launceston,Arterial Road,Yes,No,65_to_74,Weekend,Day,-9,,
20181049,NSW,Dec,2018,Sunday,1900-01-01 06:30:00,Single,110,Passenger,Male,18,Outer Regional Australia,Far West and Orana,Gilgandra,National or State Highway,No,No,17_to_25,Weekend,Day,-9,,
20181105,NSW,Dec,2018,Saturday,1900-01-01 10:06:00,Single,100,Motorcycle rider,Male,66,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,65_to_74,Weekend,Day,-9,,
20183022,Qld,Dec,2018,Sunday,1900-01-01 13:00:00,Single,100,Driver,Male,66,Outer Regional Australia,Wide Bay,Gympie,National or State Highway,Yes,No,65_to_74,Weekend,Day,-9,,
20185003,WA,Dec,2018,Saturday,1900-01-01 15:58:00,Multiple,70,Passenger,Male,5,Unknown,Unknown,Unknown,,Yes,No,0_to_16,Weekend,Day,-9,,
201850049,WA,Dec,2018,Sunday,1900-01-01 13:50:00,Single,60,Motorcycle rider,Male,37,Unknown,Unknown,Unknown,,No,No,26_to_39,Weekend,Day,-9,,
20181086,NSW,Dec,2018,Sunday,1900-01-01 10:55:00,Multiple,100,Motorcycle rider,Male,69,Outer Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,65_to_74,Weekend,Day,-9,,
20185139,WA,Dec,2018,Sunday,1900-01-01 15:18:00,Multiple,110,Driver,Male,66,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,No,No,65_to_74,Weekend,Day,-9,,
20181243,NSW,Dec,2018,Saturday,1900-01-01 15:00:00,Single,70,Motorcycle rider,Male,28,Inner Regional Australia,Murray,Berrigan,Sub-arterial Road,No,No,26_to_39,Weekend,Day,-9,,
20185139,WA,Dec,2018,Sunday,1900-01-01 15:18:00,Multiple,110,Passenger,Male,-9,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,No,No,-9,Weekend,Day,-9,,
20185139,WA,Dec,2018,Sunday,1900-01-01 15:18:00,Multiple,110,Passenger,Male,-9,Outer Regional Australia,Western Australia - Wheat Belt,Gingin,Arterial Road,No,No,-9,Weekend,Day,-9,,
20183210,Qld,Dec,2018,Sunday,1900-01-01 12:00:00,Multiple,60,Motorcycle rider,Male,51,Major Cities of Australia,Brisbane - South,Brisbane,Local Road,Yes,No,40_to_64,Weekend,Day,-9,,
20183140,Qld,Dec,2018,Thursday,1900-01-01 17:00:00,Multiple,100,Passenger,Male,7,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,Local Road,Yes,No,0_to_16,Weekday,Day,-9,,
20186012,Tas,Dec,2018,Tuesday,1900-01-01 16:00:00,Multiple,100,Passenger,Male,18,Outer Regional Australia,Launceston and North East,Launceston,Sub-arterial Road,Yes,No,17_to_25,Weekday,Day,-9,,
20186019,Tas,Dec,2018,Thursday,1900-01-01 13:49:00,Multiple,100,Driver,Female,18,Outer Regional Australia,South East,Tasman,National or State Highway,Yes,No,17_to_25,Weekday,Day,-9,,
20186019,Tas,Dec,2018,Thursday,1900-01-01 13:49:00,Multiple,100,Passenger,Male,18,Outer Regional Australia,South East,Tasman,National or State Highway,Yes,No,17_to_25,Weekday,Day,-9,,
20183224,Qld,Dec,2018,Thursday,1900-01-01 09:00:00,Multiple,100,Driver,Female,18,Outer Regional Australia,Cairns,Cassowary Coast,Local Road,No,No,17_to_25,Weekday,Day,-9,,
20181226,NSW,Dec,2018,Tuesday,1900-01-01 17:30:00,Single,80,Driver,Male,17,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Local Road,No,No,17_to_25,Weekday,Day,-9,,
20184016,SA,Dec,2018,Thursday,1900-01-01 17:40:00,Single,100,Driver,Male,29,Major Cities of Australia,Adelaide - North,Playford,Sub-arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20181110,NSW,Dec,2018,Friday,1900-01-01 13:50:00,Multiple,100,Driver,Male,30,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,26_to_39,Weekday,Day,-9,,
20187028,NT,Dec,2018,Monday,1900-01-01 10:12:00,Single,130,Driver,Male,30,Very Remote Australia,Northern Territory - Outback,Roper Gulf,National or State Highway,No,No,26_to_39,Weekday,Day,-9,,
20183140,Qld,Dec,2018,Thursday,1900-01-01 17:00:00,Multiple,100,Driver,Male,62,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,Local Road,Yes,No,40_to_64,Weekday,Day,-9,,
20181264,NSW,Dec,2018,Friday,1900-01-01 14:40:00,Single,100,Driver,Male,61,Outer Regional Australia,Riverina,Temora,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20185138,WA,Dec,2018,Thursday,1900-01-01 06:20:00,Single,110,Driver,Female,49,Inner Regional Australia,Perth - South East,Armadale,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20183025,Qld,Dec,2018,Thursday,1900-01-01 16:00:00,Multiple,100,Motorcycle rider,Male,53,Outer Regional Australia,Cairns,Cairns,National or State Highway,No,No,40_to_64,Weekday,Day,-9,,
20182178,Vic,Dec,2018,Wednesday,1900-01-01 06:20:00,Multiple,100,Driver,Male,60,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20184050,SA,Dec,2018,Monday,1900-01-01 06:15:00,Single,100,Driver,Male,49,Inner Regional Australia,South Australia - South East,Alexandrina,Arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20181079,NSW,Dec,2018,Friday,1900-01-01 07:20:00,Multiple,100,Passenger,Male,40,Remote Australia,Far West and Orana,Cobar,Sub-arterial Road,No,No,40_to_64,Weekday,Day,-9,,
20184009,SA,Dec,2018,Friday,1900-01-01 09:15:00,Single,80,Motorcycle rider,Male,67,Inner Regional Australia,Barossa - Yorke - Mid North,Goyder,Arterial Road,No,No,65_to_74,Weekday,Day,-9,,
20184024,SA,Dec,2018,Thursday,1900-01-01 11:35:00,Multiple,110,Passenger,Male,90,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Local Road,Yes,No,75_or_older,Weekday,Day,-9,,
20184024,SA,Dec,2018,Thursday,1900-01-01 11:35:00,Multiple,110,Driver,Female,76,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield,Local Road,Yes,No,75_or_older,Weekday,Day,-9,,
20185097,WA,Dec,2018,Thursday,1900-01-01 12:00:00,Multiple,110,Driver,Male,85,Remote Australia,Western Australia - Outback (South),Esperance,National or State Highway,Yes,No,75_or_older,Weekday,Day,-9,,
20181062,NSW,Dec,2018,Friday,1900-01-01 11:30:00,Multiple,60,Passenger,Female,89,Inner Regional Australia,Richmond - Tweed,Ballina,Sub-arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20183087,Qld,Dec,2018,Wednesday,1900-01-01 15:00:00,Multiple,100,Driver,Male,82,Inner Regional Australia,Toowoomba,Lockyer Valley,Local Road,No,No,75_or_older,Weekday,Day,-9,,
20181056,NSW,Dec,2018,Wednesday,1900-01-01 16:30:00,Multiple,60,Driver,Female,80,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Arterial Road,No,No,75_or_older,Weekday,Day,-9,,
20185132,WA,Dec,2018,Tuesday,1900-01-01 12:30:00,Single,110,Driver,Female,17,Inner Regional Australia,Mandurah,Mandurah,Local Road,No,No,17_to_25,Weekday,Day,-9,,
20181166,NSW,Dec,2018,Monday,1900-01-01 09:30:00,Single,100,Driver,Female,19,Outer Regional Australia,New England and North West,Liverpool Plains,Local Road,Yes,No,17_to_25,Weekday,Day,-9,,
20181170,NSW,Dec,2018,Wednesday,1900-01-01 17:23:00,Multiple,50,Driver,Female,50,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,Yes,No,40_to_64,Weekday,Day,-9,,
20185134,WA,Dec,2018,Saturday,1900-01-01 20:01:00,Single,50,Pedestrian,Male,29,Major Cities of Australia,Perth - North West,Stirling,Local Road,No,No,26_to_39,Weekend,Night,-9,,
20182073,Vic,Dec,2018,Saturday,1900-01-01 03:15:00,Single,60,Pedestrian,Male,32,Major Cities of Australia,Geelong,Greater Geelong,Collector Road,No,No,26_to_39,Weekend,Night,-9,,
