Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Number of Fatalities,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,National Remoteness Areas,SA4 Name 2021,National LGA NAme 2021,National Road Type,Christmas Period,Easter Period,Day of week,Time of Day,Road User,Gender,Age,Age Group
20235016,WA,9,2023,Wednesday,17:10:00,Single,3,No,No,No,70,,,,,No,No,Weekday,Day,Passenger,Male,24,17_to_25
20235016,WA,9,2023,Wednesday,17:10:00,Single,3,No,No,No,70,,,,,No,No,Weekday,Day,Driver,Male,24,17_to_25
20235016,WA,9,2023,Wednesday,17:10:00,Single,3,No,No,No,70,,,,,No,No,Weekday,Day,Passenger,Male,21,17_to_25
20231205,NSW,9,2023,Saturday,00:01:00,Single,1,No,No,No,100,Outer Regional Australia,Murray,Murray River,Arterial Road,No,No,Weekend,Night,Driver,Male,20,17_to_25
20233054,Qld,9,2023,Saturday,23:00:00,Single,1,No,No,No,80,Major Cities of Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,25,17_to_25
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Passenger,-9,-9,-9
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Passenger,-9,-9,-9
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Passenger,-9,-9,-9
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Passenger,-9,-9,-9
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Driver,-9,-9,-9
20237013,NT,9,2023,Friday,,Multiple,6,No,No,Yes,-9,,,,,No,No,Weekend,Night,Passenger,-9,-9,-9
20237008,NT,9,2023,Saturday,,,2,,,,-9,,,,,No,No,Weekend,Night,,-9,-9,-9
20237008,NT,9,2023,Saturday,,,2,,,,-9,,,,,No,No,Weekend,Night,,-9,-9,-9
20232031,Vic,9,2023,Saturday,23:39:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Passenger,Male,19,17_to_25
20232012,Vic,9,2023,Sunday,01:22:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Motorcycle rider,Male,18,17_to_25
20231022,NSW,9,2023,Sunday,19:30:00,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Bayside,Arterial Road,No,No,Weekend,Night,Motorcycle rider,Male,17,17_to_25
20231019,NSW,9,2023,Sunday,03:03:00,Multiple,1,No,No,No,50,Major Cities of Australia,Central Coast,Central Coast,Collector Road,No,No,Weekend,Night,Driver,Male,14,0_to_16
20232179,Vic,9,2023,Saturday,00:44:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Driver,Female,39,26_to_39
20232092,Vic,9,2023,Saturday,20:30:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Driver,Male,44,40_to_64
20233094,Qld,9,2023,Sunday,18:00:00,Multiple,1,No,No,Yes,80,Major Cities of Australia,Ipswich,Ipswich,National or State Highway,No,No,Weekend,Night,Passenger,Male,25,17_to_25
20233071,Qld,9,2023,Saturday,05:00:00,Single,1,No,No,No,50,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road,No,No,Weekend,Night,Driver,Male,49,40_to_64
20231060,NSW,9,2023,Sunday,05:30:00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,Weekend,Night,Passenger,Male,39,26_to_39
20232044,Vic,9,2023,Saturday,13:58:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Motorcycle rider,Male,41,40_to_64
20231076,NSW,9,2023,Saturday,15:30:00,Single,1,No,No,No,100,Remote Australia,Central West,Lachlan,Arterial Road,No,No,Weekend,Day,Driver,Male,57,40_to_64
20233181,Qld,9,2023,Saturday,17:00:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,17,17_to_25
20232174,Vic,9,2023,Saturday,02:40:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Driver,Male,76,75_or_older
20231088,NSW,9,2023,Saturday,16:08:00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,Sub-arterial Road,No,No,Weekend,Day,Passenger,Male,55,40_to_64
20232050,Vic,9,2023,Saturday,17:05:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Driver,Male,46,40_to_64
20232107,Vic,9,2023,Sunday,09:53:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Motorcycle rider,Male,26,26_to_39
20237001,NT,9,2023,Monday,,,1,,,,-9,,,,,No,No,Weekend,Night,,-9,-9,-9
20231104,NSW,9,2023,Friday,21:20:00,Multiple,2,No,No,No,50,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,Weekend,Night,Passenger,Male,15,0_to_16
20231104,NSW,9,2023,Friday,21:20:00,Multiple,2,No,No,No,50,Major Cities of Australia,Sydney - South West,Liverpool,Local Road,No,No,Weekend,Night,Driver,Female,24,17_to_25
20233084,Qld,9,2023,Saturday,09:00:00,Single,1,No,No,No,100,Outer Regional Australia,Moreton Bay - North,Somerset,Local Road,No,No,Weekend,Day,Motorcycle rider,Male,53,40_to_64
20231157,NSW,9,2023,Saturday,10:00:00,Multiple,1,No,Yes,No,80,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,Weekend,Day,Passenger,Male,63,40_to_64
20235050,WA,9,2023,Saturday,07:31:00,Single,2,No,No,No,110,,,,,No,No,Weekend,Day,Passenger,Female,57,40_to_64
20235050,WA,9,2023,Saturday,07:31:00,Single,2,No,No,No,110,,,,,No,No,Weekend,Day,Passenger,Female,56,40_to_64
20235062,WA,9,2023,Sunday,11:44:00,Single,1,No,No,No,110,,,,,No,No,Weekend,Day,Passenger,Female,8,0_to_16
20232190,Vic,9,2023,Wednesday,15:05:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Driver,Female,61,40_to_64
20235021,WA,9,2023,Saturday,03:31:00,Single,1,No,No,No,70,,,,,No,No,Weekend,Night,Driver,Female,27,26_to_39
20233075,Qld,9,2023,Saturday,20:00:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,19,17_to_25
20231232,NSW,9,2023,Saturday,00:50:00,Single,1,No,No,No,100,Outer Regional Australia,Mid North Coast,Nambucca Valley,Arterial Road,No,No,Weekend,Night,Driver,Male,57,40_to_64
20232135,Vic,9,2023,Sunday,18:40:00,Multiple,2,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Motorcycle rider,Female,18,17_to_25
20232135,Vic,9,2023,Sunday,18:40:00,Multiple,2,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Motorcycle rider,Male,17,17_to_25
20232122,Vic,9,2023,Monday,13:00:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Driver,Female,86,75_or_older
20232093,Vic,9,2023,Friday,11:00:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Motorcycle rider,Male,31,26_to_39
20231142,NSW,9,2023,Tuesday,11:00:00,Single,1,No,No,No,100,Outer Regional Australia,Central West,Lithgow,Arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,65,65_to_74
20233063,Qld,9,2023,Friday,07:00:00,Multiple,1,No,No,No,40,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,No,No,Weekday,Day,Driver,Female,52,40_to_64
20233070,Qld,9,2023,Wednesday,17:00:00,Single,1,No,No,No,80,Outer Regional Australia,Wide Bay,South Burnett,Local Road,No,No,Weekday,Day,Driver,Female,55,40_to_64
20233200,Qld,9,2023,Wednesday,13:00:00,Multiple,1,No,No,Yes,110,Very Remote Australia,Queensland - Outback,McKinlay,National or State Highway,No,No,Weekday,Day,Driver,Male,49,40_to_64
20231047,NSW,9,2023,Friday,20:15:00,Single,2,No,No,No,70,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road,No,No,Weekend,Night,Passenger,Male,33,26_to_39
20231047,NSW,9,2023,Friday,20:15:00,Single,2,No,No,No,70,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,Local Road,No,No,Weekend,Night,Driver,Male,32,26_to_39
20235018,WA,9,2023,Sunday,21:22:00,Single,2,No,No,No,-9,,,,,No,No,Weekend,Night,Motorcycle pillion passenger,Female,35,26_to_39
20235018,WA,9,2023,Sunday,21:22:00,Single,2,No,No,No,-9,,,,,No,No,Weekend,Night,Motorcycle rider,Male,39,26_to_39
20233187,Qld,9,2023,Sunday,04:00:00,Multiple,1,No,No,Yes,80,Remote Australia,Mackay - Isaac - Whitsunday,Isaac,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,45,40_to_64
20233061,Qld,9,2023,Saturday,04:00:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,South Burnett,National or State Highway,No,No,Weekend,Night,Driver,Male,21,17_to_25
20235020,WA,9,2023,Friday,,Single,1,No,No,No,-9,,,,,No,No,Weekend,Night,Driver,Male,34,26_to_39
20233009,Qld,9,2023,Friday,11:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba,National or State Highway,No,No,Weekday,Day,Driver,Female,32,26_to_39
20231198,NSW,9,2023,Tuesday,16:00:00,Single,1,No,No,No,60,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Arterial Road,No,No,Weekday,Day,Driver,Male,47,40_to_64
20233203,Qld,9,2023,Friday,12:00:00,Multiple,1,No,Yes,No,-9,Outer Regional Australia,Cairns,Douglas,National or State Highway,No,No,Weekday,Day,Motorcycle rider,Male,51,40_to_64
20234084,SA,9,2023,Monday,15:20:00,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,24,17_to_25
20232105,Vic,9,2023,Tuesday,18:35:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekday,Night,Motorcycle rider,Male,22,17_to_25
20232129,Vic,9,2023,Wednesday,15:10:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Driver,Female,67,65_to_74
20232025,Vic,9,2023,Thursday,18:15:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Night,Motorcycle rider,Male,60,40_to_64
20233122,Qld,9,2023,Monday,15:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Brisbane - West,Brisbane,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,84,75_or_older
20233135,Qld,9,2023,Friday,06:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road,No,No,Weekday,Day,Driver,Female,72,65_to_74
20233081,Qld,9,2023,Tuesday,21:00:00,Single,1,No,No,No,100,Outer Regional Australia,Wide Bay,South Burnett,Sub-arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,42,40_to_64
20233177,Qld,9,2023,Monday,08:00:00,Single,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Flinders (Qld),National or State Highway,No,No,Weekday,Day,Driver,Male,35,26_to_39
20231120,NSW,9,2023,Thursday,02:15:00,Single,1,No,No,No,100,Outer Regional Australia,Riverina,Snowy Valleys,Arterial Road,No,No,Weekday,Night,Driver,Male,70,65_to_74
20233056,Qld,9,2023,Friday,12:00:00,Multiple,1,No,No,No,110,Remote Australia,Darling Downs - Maranoa,Maranoa,National or State Highway,No,No,Weekday,Day,Passenger,Female,81,75_or_older
20234011,SA,9,2023,Thursday,00:27:00,Single,1,No,No,Yes,110,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,Weekday,Night,Driver,Male,30,26_to_39
20233052,Qld,9,2023,Monday,18:00:00,Single,1,No,No,No,80,Outer Regional Australia,Central Queensland,Banana,Local Road,No,No,Weekday,Night,Driver,Male,21,17_to_25
20237002,NT,9,2023,Thursday,,,1,,,,-9,,,,,No,No,Weekday,Night,,-9,-9,-9
20235039,WA,9,2023,Tuesday,21:39:00,Single,1,No,No,No,60,,,,,No,No,Weekday,Night,Passenger,Female,16,0_to_16
20231227,NSW,9,2023,Wednesday,23:10:00,Multiple,1,No,No,Yes,70,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,52,40_to_64
20233175,Qld,9,2023,Thursday,19:00:00,Single,2,No,No,No,110,Very Remote Australia,Queensland - Outback,Cloncurry,National or State Highway,No,No,Weekday,Night,Driver,Male,37,26_to_39
20233175,Qld,9,2023,Thursday,19:00:00,Single,2,No,No,No,110,Very Remote Australia,Queensland - Outback,Cloncurry,National or State Highway,No,No,Weekday,Night,Passenger,Male,39,26_to_39
20232091,Vic,9,2023,Thursday,19:13:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Night,Pedestrian,Male,25,17_to_25
20231216,NSW,9,2023,Saturday,01:18:00,Single,1,No,No,No,110,Major Cities of Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,Weekend,Night,Pedestrian,Male,32,26_to_39
20232182,Vic,9,2023,Wednesday,23:30:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Night,Driver,Female,27,26_to_39
20231239,NSW,9,2023,Wednesday,08:13:00,Single,1,No,No,No,50,Inner Regional Australia,Capital Region,Eurobodalla,Sub-arterial Road,No,No,Weekday,Day,Pedestrian,Male,85,75_or_older
20231071,NSW,9,2023,Friday,16:55:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Collector Road,No,No,Weekday,Day,Pedestrian,Female,84,75_or_older
20234068,SA,9,2023,Tuesday,18:01:00,Single,1,No,No,No,40,Major Cities of Australia,Adelaide - West,Charles Sturt,Sub-arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,25,17_to_25
20231145,NSW,9,2023,Tuesday,19:40:00,Multiple,2,No,No,No,60,Inner Regional Australia,Murray,Federation,Arterial Road,No,No,Weekday,Night,Driver,Male,18,17_to_25
20231145,NSW,9,2023,Tuesday,19:40:00,Multiple,2,No,No,No,60,Inner Regional Australia,Murray,Federation,Arterial Road,No,No,Weekday,Night,Passenger,Female,19,17_to_25
20231027,NSW,9,2023,Saturday,17:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,New England and North West,Gwydir,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,27,26_to_39
20232115,Vic,9,2023,Saturday,10:00:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Pedestrian,Female,87,75_or_older
20232090,Vic,9,2023,Friday,14:10:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Motorcycle rider,Male,67,65_to_74
20232008,Vic,9,2023,Sunday,10:10:00,Multiple,1,-9,-9,-9,100,Inner Regional Australia,Ballarat,Moorabool,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,51,40_to_64
20234027,SA,9,2023,Saturday,17:00:00,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,20,17_to_25
20234008,SA,9,2023,Saturday,14:24:00,Single,1,No,No,No,80,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,45,40_to_64
20235017,WA,9,2023,Wednesday,17:18:00,Single,1,No,No,No,110,,,,,No,No,Weekday,Day,Driver,Male,22,17_to_25
20236006,Tas,9,2023,Friday,13:20:00,Single,1,No,No,No,110,Outer Regional Australia,West and North West,Devonport,National or State Highway,No,No,Weekday,Day,Passenger,Male,70,65_to_74
20231206,NSW,9,2023,Monday,18:00:00,Single,1,No,No,No,100,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Sub-arterial Road,No,No,Weekday,Night,Pedestrian,Male,80,75_or_older
20231241,NSW,9,2023,Friday,09:00:00,Single,1,No,Yes,No,60,Major Cities of Australia,Sydney - South West,Fairfield,Arterial Road,No,No,Weekday,Day,Pedestrian,Female,84,75_or_older
20232168,Vic,9,2023,Friday,07:59:00,Multiple,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Driver,Male,49,40_to_64
20233161,Qld,9,2023,Sunday,10:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs,National or State Highway,No,No,Weekend,Day,Motorcycle rider,Male,58,40_to_64
20233014,Qld,9,2023,Monday,09:00:00,Single,1,No,No,No,100,Remote Australia,Central Queensland,Livingstone,National or State Highway,No,No,Weekday,Day,Driver,Male,25,17_to_25
20233059,Qld,9,2023,Saturday,11:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Local Road,No,No,Weekend,Day,Motorcycle rider,Male,71,65_to_74
20231129,NSW,9,2023,Monday,11:30:00,Multiple,1,No,No,No,100,Outer Regional Australia,Hunter Valley exc Newcastle,Upper Hunter,National or State Highway,No,No,Weekday,Day,Driver,Male,67,65_to_74
20231203,NSW,9,2023,Monday,16:52:00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Inner West,Burwood,Arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,27,26_to_39
20231032,NSW,9,2023,Tuesday,11:30:00,Single,1,No,No,No,100,Inner Regional Australia,Murray,Greater Hume,Arterial Road,No,No,Weekday,Day,Passenger,Female,84,75_or_older
20233025,Qld,9,2023,Saturday,12:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast,Collector Road,No,No,Weekend,Day,Motorcycle rider,Male,52,40_to_64
20233029,Qld,9,2023,Sunday,17:00:00,Single,1,No,No,No,60,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road,No,No,Weekend,Day,Pedestrian,Male,12,0_to_16
20234028,SA,9,2023,Thursday,12:30:00,Single,1,No,No,No,10,Major Cities of Australia,Adelaide - North,Salisbury,Local Road,No,No,Weekday,Day,Pedestrian,Male,73,65_to_74
20231103,NSW,9,2023,Friday,14:50:00,Multiple,1,Yes,No,No,60,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,29,26_to_39
20231207,NSW,9,2023,Monday,12:10:00,Single,1,No,No,No,50,Outer Regional Australia,New England and North West,Tamworth Regional,Access road,No,No,Weekday,Day,Motorcycle rider,Male,60,40_to_64
20232072,Vic,9,2023,Saturday,15:38:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Driver,Male,55,40_to_64
20233098,Qld,9,2023,Friday,13:00:00,Single,1,No,No,No,60,Major Cities of Australia,Gold Coast,Gold Coast,Local Road,No,No,Weekday,Day,Pedestrian,Male,62,40_to_64
20234020,SA,9,2023,Friday,07:29:00,Single,1,No,No,No,50,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield,Collector Road,No,No,Weekday,Day,Driver,Male,73,65_to_74
20231033,NSW,9,2023,Sunday,16:40:00,Single,1,No,No,No,100,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,30,26_to_39
20233032,Qld,9,2023,Friday,12:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,20,17_to_25
20234030,SA,9,2023,Monday,12:19:00,Single,1,No,No,No,60,Outer Regional Australia,South Australia - South East,Berri Barmera,Arterial Road,No,No,Weekday,Day,Driver,Male,72,65_to_74
20234050,SA,9,2023,Thursday,14:10:00,Single,1,No,No,No,100,Inner Regional Australia,Adelaide - North,Adelaide Plains,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,53,40_to_64
20234062,SA,9,2023,Monday,14:25:00,Single,1,No,No,No,-9,Major Cities of Australia,Adelaide - South,Onkaparinga,Local Road,No,No,Weekday,Day,Pedal cyclist,Male,64,40_to_64
20231090,NSW,9,2023,Tuesday,06:50:00,Multiple,1,No,Yes,No,80,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,Weekday,Day,Driver,Male,50,40_to_64
20232073,Vic,9,2023,Saturday,14:20:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Day,Motorcycle rider,Male,18,17_to_25
20231161,NSW,9,2023,Friday,22:57:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Eastern Suburbs,Waverley,Local Road,No,No,Weekend,Night,Driver,Male,36,26_to_39
20231006,NSW,9,2023,Monday,15:34:00,Multiple,1,No,No,Yes,110,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway,No,No,Weekday,Day,Driver,Male,24,17_to_25
20232051,Vic,9,2023,Friday,20:05:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekend,Night,Pedestrian,Male,64,40_to_64
20232006,Vic,9,2023,Thursday,15:20:00,Single,1,-9,-9,-9,-9,,,,,No,No,Weekday,Day,Pedestrian,Female,88,75_or_older
20233182,Qld,9,2023,Saturday,13:00:00,Multiple,1,No,No,No,60,Major Cities of Australia,Brisbane - South,Brisbane,Collector Road,No,No,Weekend,Day,Passenger,Female,34,26_to_39
20233067,Qld,9,2023,Tuesday,11:00:00,Multiple,1,No,Yes,No,70,Inner Regional Australia,Gold Coast,Gold Coast,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,71,65_to_74
20234066,SA,9,2023,Tuesday,15:25:00,Single,1,No,No,No,50,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills,Arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,41,40_to_64
20235103,WA,9,2023,Sunday,11:58:00,Single,2,No,No,No,60,,,,,No,No,Weekend,Day,Driver,Female,66,65_to_74
20235103,WA,9,2023,Sunday,11:58:00,Single,2,No,No,No,60,,,,,No,No,Weekend,Day,Driver,Male,73,65_to_74
20235023,WA,9,2023,Tuesday,13:55:00,Single,1,No,No,No,70,,,,,No,No,Weekday,Day,Passenger,Female,86,75_or_older
20235053,WA,9,2023,Sunday,06:25:00,Single,1,No,No,No,110,,,,,No,No,Weekend,Day,Passenger,Male,19,17_to_25
20231044,NSW,8,2023,Friday,21:50:00,Single,2,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Bayside,Arterial Road,No,No,Weekend,Night,Passenger,Male,9,0_to_16
20231044,NSW,8,2023,Friday,21:50:00,Single,2,No,No,No,60,Major Cities of Australia,Sydney - Inner South West,Bayside,Arterial Road,No,No,Weekend,Night,Passenger,Male,10,0_to_16
20231005,NSW,8,2023,Saturday,18:00:00,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,Weekend,Night,Motorcycle rider,Male,23,17_to_25
20233004,Qld,8,2023,Saturday,02:00:00,Single,1,No,No,No,70,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,Weekend,Night,Passenger,Male,23,17_to_25
20237004,NT,8,2023,Thursday,18:35:00,Multiple,1,No,No,No,50,Outer Regional Australia,Darwin,Palmerston,Sub-arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,33,26_to_39
20233103,Qld,8,2023,Saturday,05:00:00,Single,1,No,No,No,100,Very Remote Australia,Queensland - Outback,Barcoo,Collector Road,No,No,Weekend,Night,Driver,Male,29,26_to_39
20233180,Qld,8,2023,Sunday,18:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,Local Road,No,No,Weekend,Night,Driver,Male,67,65_to_74
20232162,Vic,8,2023,Wednesday,18:15:00,Multiple,1,No,No,No,-9,,,,,No,No,Weekday,Night,Motorcycle rider,Male,35,26_to_39
20232145,Vic,8,2023,Sunday,23:18:00,Single,1,No,No,No,80,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Sub-arterial Road,No,No,Weekend,Night,Driver,Female,53,40_to_64
20233196,Qld,8,2023,Thursday,20:00:00,Multiple,1,No,No,Yes,60,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday,National or State Highway,No,No,Weekday,Night,Driver,Male,74,65_to_74
20233201,Qld,8,2023,Sunday,04:00:00,Single,1,No,No,No,100,Outer Regional Australia,Queensland - Outback,Mareeba,Local Road,No,No,Weekend,Night,Passenger,Male,33,26_to_39
20233205,Qld,8,2023,Sunday,20:00:00,Single,1,No,No,Yes,100,Outer Regional Australia,Central Queensland,Gladstone,National or State Highway,No,No,Weekend,Night,Driver,Male,64,40_to_64
20231059,NSW,8,2023,Friday,22:50:00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Local Road,No,No,Weekend,Night,Motorcycle rider,Male,21,17_to_25
20236016,Tas,8,2023,Saturday,23:00:00,Single,1,No,No,No,100,Outer Regional Australia,West and North West,Circular Head,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,38,26_to_39
20232071,Vic,8,2023,Sunday,18:54:00,Multiple,1,No,No,No,50,Major Cities of Australia,Melbourne - West,Brimbank,Local Road,No,No,Weekend,Night,Driver,Female,38,26_to_39
20235041,WA,8,2023,Thursday,23:03:00,Single,1,No,Yes,No,110,,,,,No,No,Weekday,Night,Driver,Male,23,17_to_25
20231038,NSW,8,2023,Friday,23:45:00,Multiple,1,No,Yes,No,50,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Local Road,No,No,Weekend,Night,Passenger,Female,25,17_to_25
20235049,WA,8,2023,Sunday,09:05:00,Single,1,No,No,No,90,,,,,No,No,Weekend,Day,Driver,Male,57,40_to_64
20231053,NSW,8,2023,Sunday,17:05:00,Multiple,1,No,No,Yes,110,Outer Regional Australia,Riverina,Cootamundra-Gundagai,National or State Highway,No,No,Weekend,Day,Driver,Male,23,17_to_25
20232118,Vic,8,2023,Saturday,16:09:00,Multiple,1,No,No,No,-9,,,,,No,No,Weekend,Day,Driver,Female,83,75_or_older
20232098,Vic,8,2023,Thursday,10:27:00,Multiple,4,No,No,No,-9,,,,,No,No,Weekday,Day,Driver,Male,76,75_or_older
20232098,Vic,8,2023,Thursday,10:27:00,Multiple,4,No,No,No,-9,,,,,No,No,Weekday,Day,Passenger,Male,73,65_to_74
20232098,Vic,8,2023,Thursday,10:27:00,Multiple,4,No,No,No,-9,,,,,No,No,Weekday,Day,Passenger,Female,69,65_to_74
20232098,Vic,8,2023,Thursday,10:27:00,Multiple,4,No,No,No,-9,,,,,No,No,Weekday,Day,Passenger,Female,73,65_to_74
20235025,WA,8,2023,Sunday,07:00:00,Single,1,No,No,No,110,,,,,No,No,Weekend,Day,Driver,Male,21,17_to_25
20231139,NSW,8,2023,Sunday,13:50:00,Single,1,No,No,No,80,Inner Regional Australia,Illawarra,Kiama,National or State Highway,No,No,Weekend,Day,Pedal cyclist,Male,67,65_to_74
20231107,NSW,8,2023,Friday,11:50:00,Single,1,No,No,No,50,Inner Regional Australia,Central West,Lithgow,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,63,40_to_64
20231166,NSW,8,2023,Monday,14:00:00,Single,1,No,No,No,50,Inner Regional Australia,Mid North Coast,Nambucca Valley,Access road,No,No,Weekday,Day,Driver,Male,86,75_or_older
20233186,Qld,8,2023,Thursday,11:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Townsville,Burdekin,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,64,40_to_64
