Crash ID,State,Month,Year,Dayweek,Time,Crash Type,Number of Fatalities,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Speed Limit,National Remoteness Areas,SA4 Name 2021,National LGA NAme 2021,National Road Type,Christmas Period,Easter Period,Day of week,Time of Day,Road User,Gender,Age,Age Group
20211008,NSW,4,2021,Wednesday,05:20:00,Single,1,No,No,No,110,Remote Australia,Far West and Orana,Bogan,National or State Highway,No,No,Weekday,Night,Driver,Female,29,26_to_39
20212210,Vic,4,2021,Monday,14:20:00,Multiple,1,No,No,No,100,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula,National or State Highway,No,No,Weekday,Day,Driver,Male,23,17_to_25
20212014,Vic,4,2021,Saturday,06:30:00,Single,1,No,No,No,100,Outer Regional Australia,North West,Swan Hill,Sub-arterial Road,No,Yes,Weekend,Day,Driver,Male,24,17_to_25
20214034,SA,4,2021,Thursday,17:01:00,Multiple,1,No,No,No,110,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills,National or State Highway,No,No,Weekday,Day,Motorcycle rider,Male,53,40_to_64
20214066,SA,4,2021,Saturday,11:05:00,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Mitcham,Sub-arterial Road,No,No,Weekend,Day,Passenger,Female,84,75_or_older
20215119,WA,4,2021,Tuesday,09:37:00,Multiple,1,No,No,Yes,110,Very Remote Australia,Western Australia - Outback (South),Dundas,National or State Highway,No,No,Weekday,Day,Pedal cyclist,Male,21,17_to_25
20215133,WA,4,2021,Saturday,15:54:00,Multiple,1,No,No,No,80,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan,Arterial Road,No,Yes,Weekend,Day,Driver,Male,41,40_to_64
20211142,NSW,3,2021,Sunday,18:40:00,Single,1,No,No,No,50,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Local Road,No,No,Weekend,Night,Driver,Male,23,17_to_25
20212123,Vic,3,2021,Saturday,18:32:00,Single,1,No,No,No,70,Major Cities of Australia,Melbourne - West,Wyndham,Local Road,No,No,Weekend,Night,Passenger,Female,14,0_to_16
20212088,Vic,3,2021,Sunday,01:49:00,Single,1,No,No,No,100,Outer Regional Australia,North West,Yarriambiack,Arterial Road,No,No,Weekend,Night,Driver,Male,28,26_to_39
20211069,NSW,3,2021,Sunday,02:55:00,Single,1,No,No,No,50,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,Weekend,Night,Motorcycle rider,Male,23,17_to_25
20213151,Qld,3,2021,Saturday,01:00:00,Multiple,1,No,No,No,80,Major Cities of Australia,Brisbane - East,Redland,Sub-arterial Road,No,No,Weekend,Night,Motorcycle rider,Male,55,40_to_64
20211102,NSW,3,2021,Friday,19:15:00,Multiple,1,No,No,No,100,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No,Weekend,Night,Driver,Female,47,40_to_64
20211135,NSW,3,2021,Friday,20:41:00,Single,1,No,No,No,110,Outer Regional Australia,Riverina,Federation,National or State Highway,No,No,Weekend,Night,Passenger,Male,24,17_to_25
20217020,NT,3,2021,Saturday,08:15:00,Multiple,1,No,No,No,60,Remote Australia,Northern Territory - Outback,MacDonnell,Access road,No,No,Weekend,Day,Pedal cyclist,Male,57,40_to_64
20214044,SA,3,2021,Wednesday,02:00:00,Multiple,1,No,No,No,50,Major Cities of Australia,Adelaide - North,Port Adelaide Enfield,Collector Road,No,No,Weekday,Night,Motorcycle rider,Male,45,40_to_64
20213069,Qld,3,2021,Saturday,19:00:00,Multiple,1,No,No,No,100,Major Cities of Australia,Ipswich,Ipswich,National or State Highway,No,No,Weekend,Night,Motorcycle rider,Male,53,40_to_64
20213178,Qld,3,2021,Saturday,08:00:00,Single,1,No,No,No,70,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,65,65_to_74
20212050,Vic,3,2021,Sunday,12:00:00,Single,1,No,No,No,100,Inner Regional Australia,Bendigo,Loddon,Sub-arterial Road,No,No,Weekend,Day,Driver,Female,32,26_to_39
20213148,Qld,3,2021,Monday,02:00:00,Multiple,1,No,No,No,70,Outer Regional Australia,Townsville,Townsville,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,50,40_to_64
20214052,SA,3,2021,Sunday,17:42:00,Multiple,1,No,No,No,60,Major Cities of Australia,Adelaide - South,Onkaparinga,Collector Road,No,No,Weekend,Day,Passenger,Female,60,40_to_64
20215116,WA,3,2021,Sunday,04:56:00,Multiple,1,No,No,Yes,110,Very Remote Australia,Western Australia - Wheat Belt,Lake Grace,National or State Highway,No,No,Weekend,Night,Driver,Male,36,26_to_39
20212128,Vic,3,2021,Sunday,14:20:00,Multiple,1,No,No,No,100,Inner Regional Australia,Bendigo,Mount Alexander,Arterial Road,No,No,Weekend,Day,Driver,Male,75,75_or_older
20212047,Vic,3,2021,Tuesday,16:35:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,54,40_to_64
20212122,Vic,3,2021,Tuesday,11:49:00,Multiple,1,No,No,Yes,80,Inner Regional Australia,Latrobe - Gippsland,Wellington,National or State Highway,No,No,Weekday,Day,Driver,Female,85,75_or_older
20212166,Vic,3,2021,Thursday,08:55:00,Multiple,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Baw Baw,Local Road,No,No,Weekday,Day,Driver,Male,84,75_or_older
20212189,Vic,3,2021,Thursday,14:20:00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Hume,Indigo,Arterial Road,No,No,Weekday,Day,Driver,Male,75,75_or_older
20215070,WA,3,2021,Friday,16:41:00,Single,1,No,No,No,50,Major Cities of Australia,Perth - South West,Cockburn,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,24,17_to_25
20213115,Qld,3,2021,Saturday,19:00:00,Single,1,No,No,No,100,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,35,26_to_39
20211176,NSW,3,2021,Wednesday,01:25:00,Multiple,1,No,No,Yes,110,Outer Regional Australia,New England and North West,Narrabri,National or State Highway,No,No,Weekday,Night,Driver,Male,46,40_to_64
20217008,NT,3,2021,Thursday,12:11:00,Multiple,1,No,No,No,100,Outer Regional Australia,Darwin,Litchfield,Arterial Road,No,No,Weekday,Day,Driver,Female,74,65_to_74
20211014,NSW,3,2021,Monday,22:30:00,Single,1,No,No,No,100,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Sub-arterial Road,No,No,Weekday,Night,Driver,Male,24,17_to_25
20215110,WA,3,2021,Thursday,22:21:00,Single,1,No,No,No,100,Inner Regional Australia,Bunbury,Augusta Margaret River,Local Road,No,No,Weekday,Night,Driver,Male,23,17_to_25
20213221,Qld,3,2021,Monday,22:00:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs,National or State Highway,No,No,Weekday,Night,Driver,Male,29,26_to_39
20215014,WA,3,2021,Tuesday,19:40:00,Multiple,1,No,No,Yes,110,Very Remote Australia,Western Australia - Outback (South),Meekatharra,National or State Highway,No,No,Weekday,Night,Driver,Male,61,40_to_64
20215050,WA,3,2021,Tuesday,18:44:00,Multiple,1,No,No,No,-9,,,,,No,No,Weekday,Night,Pedestrian,Male,77,75_or_older
20215090,WA,3,2021,Monday,21:45:00,Single,1,No,No,No,-9,,,,,No,No,Weekday,Night,Driver,Male,21,17_to_25
20212202,Vic,3,2021,Wednesday,03:19:00,Single,1,No,No,No,80,Major Cities of Australia,Melbourne - Inner South,Kingston (Vic.),National or State Highway,No,No,Weekday,Night,Motorcycle rider,Male,16,0_to_16
20213100,Qld,3,2021,Sunday,16:00:00,Single,1,No,No,No,100,Outer Regional Australia,Darling Downs - Maranoa,Western Downs,Sub-arterial Road,No,No,Weekend,Day,Driver,Male,63,40_to_64
20213104,Qld,3,2021,Sunday,11:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Wide Bay,North Burnett,National or State Highway,No,No,Weekend,Day,Driver,Female,53,40_to_64
20214038,SA,3,2021,Friday,10:44:00,Single,1,No,No,No,60,Major Cities of Australia,Adelaide - Central and Hills,Campbelltown (SA),Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,54,40_to_64
20215113,WA,3,2021,Tuesday,12:30:00,Single,1,No,No,No,110,Remote Australia,Western Australia - Wheat Belt,Kent,Arterial Road,No,No,Weekday,Day,Driver,Female,73,65_to_74
20215074,WA,3,2021,Wednesday,10:35:00,Single,1,No,No,No,110,Very Remote Australia,Western Australia - Outback (South),Coolgardie,National or State Highway,No,No,Weekday,Day,Driver,Male,40,40_to_64
20211166,NSW,3,2021,Wednesday,10:52:00,Multiple,1,No,No,No,110,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,Weekday,Day,Motorcycle rider,Male,52,40_to_64
20212058,Vic,3,2021,Sunday,12:02:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - Inner East,Boroondara,Arterial Road,No,No,Weekend,Day,Driver,Male,32,26_to_39
20214012,SA,3,2021,Saturday,12:10:00,Multiple,2,No,No,Yes,110,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,Weekend,Day,Passenger,Female,57,40_to_64
20214012,SA,3,2021,Saturday,12:10:00,Multiple,2,No,No,Yes,110,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,Weekend,Day,Driver,Male,23,17_to_25
20211122,NSW,3,2021,Wednesday,19:15:00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Blacktown,Blacktown,Arterial Road,No,No,Weekday,Night,Pedestrian,Female,5,0_to_16
20211082,NSW,3,2021,Tuesday,16:43:00,Multiple,1,No,No,No,70,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Local Road,No,No,Weekday,Day,Driver,Female,70,65_to_74
20212103,Vic,3,2021,Wednesday,16:00:00,Multiple,1,No,Yes,No,100,Major Cities of Australia,Melbourne - South East,Casey,National or State Highway,No,No,Weekday,Day,Driver,Male,28,26_to_39
20212141,Vic,3,2021,Wednesday,16:58:00,Single,1,No,No,No,60,Outer Regional Australia,North West,Mildura,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,24,17_to_25
20212044,Vic,3,2021,Saturday,09:57:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,45,40_to_64
20212098,Vic,3,2021,Saturday,10:23:00,Multiple,1,No,No,No,60,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Local Road,No,No,Weekend,Day,Passenger,Female,81,75_or_older
20213140,Qld,3,2021,Monday,14:00:00,Multiple,1,No,No,No,80,Major Cities of Australia,Sunshine Coast,Sunshine Coast,Local Road,No,No,Weekday,Day,Passenger,Male,0,0_to_16
20213088,Qld,3,2021,Wednesday,14:00:00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Wide Bay,Fraser Coast,Sub-arterial Road,No,No,Weekday,Day,Driver,Female,40,40_to_64
20211103,NSW,3,2021,Monday,07:00:00,Single,1,No,No,No,100,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,51,40_to_64
20212026,Vic,3,2021,Tuesday,08:20:00,Single,1,No,Yes,No,100,Inner Regional Australia,Warrnambool and South West,Corangamite,Arterial Road,No,No,Weekday,Day,Driver,Male,27,26_to_39
20213121,Qld,3,2021,Friday,15:00:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Townsville,Burdekin,National or State Highway,No,No,Weekday,Day,Motorcycle rider,Male,18,17_to_25
20213143,Qld,3,2021,Tuesday,15:00:00,Multiple,1,Yes,No,No,100,Inner Regional Australia,Wide Bay,Gympie,Sub-arterial Road,No,No,Weekday,Day,Passenger,Male,29,26_to_39
20213041,Qld,3,2021,Sunday,16:00:00,Multiple,2,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,Weekend,Day,Passenger,Female,32,26_to_39
20213041,Qld,3,2021,Sunday,16:00:00,Multiple,2,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,Weekend,Day,Passenger,Female,52,40_to_64
20213096,Qld,3,2021,Saturday,14:00:00,Multiple,1,No,No,No,100,Outer Regional Australia,Cairns,Tablelands,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,67,65_to_74
20218004,ACT,3,2021,Monday,01:08:00,Multiple,1,No,No,No,80,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway,No,No,Weekend,Night,Driver,Male,19,17_to_25
20211114,NSW,3,2021,Sunday,10:10:00,Single,1,No,No,No,80,Major Cities of Australia,Hunter Valley exc Newcastle,Maitland,Collector Road,No,No,Weekend,Day,Driver,Male,81,75_or_older
20211256,NSW,3,2021,Wednesday,13:00:00,Multiple,1,No,No,No,80,Inner Regional Australia,Sydney - Outer South West,Wollondilly,Arterial Road,No,No,Weekday,Day,Driver,Male,38,26_to_39
20211075,NSW,3,2021,Monday,08:45:00,Single,1,No,No,No,80,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,Weekday,Day,Driver,Male,66,65_to_74
20212060,Vic,3,2021,Saturday,11:45:00,Single,1,No,No,No,100,Inner Regional Australia,Hume,Towong,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,66,65_to_74
20213060,Qld,3,2021,Monday,09:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Wide Bay,Fraser Coast,National or State Highway,No,No,Weekday,Day,Driver,Male,28,26_to_39
20213083,Qld,3,2021,Sunday,15:00:00,Multiple,2,No,No,No,90,Inner Regional Australia,Moreton Bay - North,Moreton Bay,National or State Highway,No,No,Weekend,Day,Driver,Male,20,17_to_25
20213083,Qld,3,2021,Sunday,15:00:00,Multiple,2,No,No,No,90,Inner Regional Australia,Moreton Bay - North,Moreton Bay,National or State Highway,No,No,Weekend,Day,Passenger,Male,22,17_to_25
20214043,SA,3,2021,Saturday,02:25:00,Single,2,No,No,No,80,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,Weekend,Night,Passenger,Male,20,17_to_25
20214043,SA,3,2021,Saturday,02:25:00,Single,2,No,No,No,80,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,Weekend,Night,Driver,Male,23,17_to_25
20215146,WA,3,2021,Sunday,10:31:00,Multiple,1,No,No,No,100,Inner Regional Australia,Bunbury,Dardanup,National or State Highway,No,No,Weekend,Day,Passenger,Female,68,65_to_74
20211108,NSW,3,2021,Wednesday,13:00:00,Multiple,1,No,No,No,50,Inner Regional Australia,Richmond - Tweed,Ballina,Local Road,No,No,Weekday,Day,Pedestrian,Male,68,65_to_74
20211067,NSW,3,2021,Monday,08:10:00,Multiple,1,No,Yes,No,100,Outer Regional Australia,New England and North West,Tenterfield,National or State Highway,No,No,Weekday,Day,Driver,Male,71,65_to_74
20212039,Vic,3,2021,Monday,15:50:00,Single,1,No,No,No,70,Major Cities of Australia,Melbourne - South East,Casey,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,42,40_to_64
20212040,Vic,3,2021,Saturday,09:35:00,Multiple,1,No,No,No,100,Inner Regional Australia,Latrobe - Gippsland,Latrobe (Vic.),Local Road,No,No,Weekend,Day,Driver,Male,53,40_to_64
20214033,SA,3,2021,Tuesday,13:25:00,Single,1,No,No,No,80,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,Weekday,Day,Driver,Male,63,40_to_64
20211116,NSW,3,2021,Wednesday,09:20:00,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - Inner West,Canada Bay,Collector Road,No,No,Weekday,Day,Driver,Female,82,75_or_older
20212101,Vic,3,2021,Thursday,10:59:00,Multiple,1,No,No,No,100,Inner Regional Australia,Melbourne - South East,Cardinia,Local Road,No,No,Weekday,Day,Driver,Female,81,75_or_older
20212198,Vic,3,2021,Saturday,15:42:00,Single,1,No,No,No,100,Inner Regional Australia,Geelong,Surf Coast,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,37,26_to_39
20212003,Vic,3,2021,Saturday,04:40:00,Single,1,No,No,No,100,Major Cities of Australia,Melbourne - North West,Brimbank,National or State Highway,No,No,Weekend,Night,Motorcycle rider,Male,26,26_to_39
20213112,Qld,3,2021,Saturday,07:00:00,Single,1,No,No,No,90,Remote Australia,Central Queensland,Central Highlands (Qld),Collector Road,No,No,Weekend,Day,Driver,Female,50,40_to_64
20213136,Qld,3,2021,Wednesday,14:00:00,Multiple,2,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road,No,No,Weekday,Day,Passenger,Male,77,75_or_older
20213136,Qld,3,2021,Wednesday,14:00:00,Multiple,2,No,No,No,60,Major Cities of Australia,Moreton Bay - North,Moreton Bay,Local Road,No,No,Weekday,Day,Passenger,Female,81,75_or_older
20213219,Qld,3,2021,Monday,06:00:00,Single,1,No,No,No,60,Inner Regional Australia,Gold Coast,Scenic Rim,Local Road,No,No,Weekday,Day,Driver,Male,38,26_to_39
20213246,Qld,3,2021,Saturday,12:00:00,Multiple,1,No,No,No,60,Inner Regional Australia,Sunshine Coast,Sunshine Coast,Collector Road,No,No,Weekend,Day,Motorcycle rider,Male,61,40_to_64
20213071,Qld,3,2021,Monday,09:00:00,Multiple,1,No,No,Yes,60,Major Cities of Australia,Brisbane - South,Brisbane,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,66,65_to_74
20214072,SA,3,2021,Wednesday,14:20:00,Single,1,No,No,Yes,60,Major Cities of Australia,Adelaide - West,Charles Sturt,Arterial Road,No,No,Weekday,Day,Pedestrian,Male,65,65_to_74
20214090,SA,3,2021,Saturday,17:35:00,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,39,26_to_39
20214009,SA,3,2021,Tuesday,09:00:00,Single,1,No,No,No,110,Inner Regional Australia,South Australia - South East,Murray Bridge,Arterial Road,No,No,Weekday,Day,Driver,Male,56,40_to_64
20215097,WA,3,2021,Wednesday,09:47:00,Multiple,1,No,No,No,100,Major Cities of Australia,Perth - South East,Belmont,National or State Highway,No,No,Weekday,Day,Passenger,Female,76,75_or_older
20211238,NSW,3,2021,Tuesday,09:37:00,Multiple,1,No,No,No,60,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,Weekday,Day,Driver,Male,77,75_or_older
20211055,NSW,3,2021,Friday,11:38:00,Multiple,1,No,No,No,50,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,78,75_or_older
20211083,NSW,3,2021,Wednesday,06:23:00,Single,1,No,No,No,80,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road,No,No,Weekday,Day,Driver,Male,25,17_to_25
20211091,NSW,3,2021,Friday,04:20:00,Single,1,No,No,No,70,Major Cities of Australia,Sydney - Ryde,Parramatta,National or State Highway,No,No,Weekday,Night,Driver,Male,62,40_to_64
20212119,Vic,3,2021,Friday,18:23:00,Single,1,No,No,No,60,Major Cities of Australia,Geelong,Greater Geelong,Sub-arterial Road,No,No,Weekend,Night,Pedestrian,Female,74,65_to_74
20212045,Vic,3,2021,Sunday,15:50:00,Single,1,No,No,No,100,Inner Regional Australia,Geelong,Surf Coast,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Female,58,40_to_64
20212093,Vic,3,2021,Friday,11:22:00,Single,1,No,No,No,40,Major Cities of Australia,Melbourne - Outer East,Maroondah,National or State Highway,No,No,Weekday,Day,Pedestrian,Male,74,65_to_74
20213212,Qld,3,2021,Wednesday,10:00:00,Multiple,1,No,No,Yes,70,Major Cities of Australia,Brisbane - East,Brisbane,Sub-arterial Road,No,No,Weekday,Day,Driver,Male,80,75_or_older
20213231,Qld,3,2021,Monday,16:00:00,Multiple,1,No,No,Yes,100,Inner Regional Australia,Moreton Bay - North,Moreton Bay,National or State Highway,No,No,Weekday,Day,Driver,Male,20,17_to_25
20213048,Qld,3,2021,Tuesday,20:00:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Townsville,Burdekin,National or State Highway,No,No,Weekday,Night,Driver,Female,51,40_to_64
20213084,Qld,3,2021,Friday,17:00:00,Single,1,No,No,No,100,Inner Regional Australia,Wide Bay,Bundaberg,National or State Highway,No,No,Weekday,Day,Passenger,Male,28,26_to_39
20214025,SA,3,2021,Friday,14:25:00,Single,1,No,No,No,110,Inner Regional Australia,Adelaide - North,Light,National or State Highway,No,No,Weekday,Day,Driver,Male,52,40_to_64
20214083,SA,3,2021,Sunday,21:50:00,Single,1,No,No,No,100,Inner Regional Australia,South Australia - South East,Yankalilla,Arterial Road,No,No,Weekend,Night,Driver,Male,18,17_to_25
20215124,WA,3,2021,Sunday,12:48:00,Single,1,No,No,No,110,Very Remote Australia,Western Australia - Wheat Belt,Kondinin,Local Road,No,No,Weekend,Day,Motorcycle rider,Male,53,40_to_64
20213025,Qld,2,2021,Friday,21:00:00,Multiple,1,No,No,No,60,Outer Regional Australia,Townsville,Townsville,Sub-arterial Road,No,No,Weekend,Night,Motorcycle rider,Female,22,17_to_25
20211188,NSW,2,2021,Sunday,02:45:00,Single,1,No,No,No,100,Inner Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,Weekend,Night,Driver,Male,16,0_to_16
20212130,Vic,2,2021,Sunday,01:03:00,Multiple,1,No,No,No,50,Major Cities of Australia,Melbourne - South East,Greater Dandenong,Local Road,No,No,Weekend,Night,Driver,Male,27,26_to_39
20212006,Vic,2,2021,Saturday,22:25:00,Single,1,No,No,No,100,Inner Regional Australia,Shepparton,Greater Shepparton,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,26,26_to_39
20213001,Qld,2,2021,Sunday,01:00:00,Single,1,No,No,No,60,Outer Regional Australia,Townsville,Townsville,Local Road,No,No,Weekend,Night,Motorcycle rider,Male,19,17_to_25
20214075,SA,2,2021,Friday,18:10:00,Single,1,No,No,No,80,Outer Regional Australia,South Australia - Outback,Port Augusta,Collector Road,No,No,Weekend,Night,Driver,Male,53,40_to_64
20214067,SA,2,2021,Sunday,23:11:00,Single,1,No,No,No,110,Outer Regional Australia,South Australia - South East,Naracoorte Lucindale,Sub-arterial Road,No,No,Weekend,Night,Driver,Male,58,40_to_64
20211098,NSW,2,2021,Wednesday,18:50:00,Single,1,No,No,No,70,Outer Regional Australia,Murray,Murray River,Sub-arterial Road,No,No,Weekday,Night,Driver,Male,59,40_to_64
20212163,Vic,2,2021,Sunday,19:49:00,Single,1,No,No,No,100,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges,Local Road,No,No,Weekend,Night,Driver,Female,26,26_to_39
20214047,SA,2,2021,Saturday,21:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa,Collector Road,No,No,Weekend,Night,Motorcycle rider,Male,16,0_to_16
20216028,Tas,2,2021,Sunday,14:40:00,Single,1,No,No,No,100,Outer Regional Australia,West and North West,Circular Head,Sub-arterial Road,No,No,Weekend,Day,Motorcycle rider,Male,55,40_to_64
20213144,Qld,2,2021,Sunday,19:00:00,Single,1,No,No,No,60,Major Cities of Australia,Sunshine Coast,Noosa,Sub-arterial Road,No,No,Weekend,Night,Motorcycle rider,Male,26,26_to_39
20211163,NSW,2,2021,Sunday,23:10:00,Single,1,No,No,No,50,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Arterial Road,No,No,Weekend,Night,Pedestrian,Male,67,65_to_74
20215033,WA,2,2021,Friday,19:09:00,Single,1,No,No,No,50,Outer Regional Australia,Western Australia - Wheat Belt,Wagin,Local Road,No,No,Weekend,Night,Driver,Male,26,26_to_39
20213076,Qld,2,2021,Friday,14:00:00,Multiple,1,No,No,No,60,Inner Regional Australia,Wide Bay,Bundaberg,Sub-arterial Road,No,No,Weekday,Day,Motorcycle rider,Male,70,65_to_74
20214007,SA,2,2021,Thursday,11:45:00,Single,1,No,No,No,100,Inner Regional Australia,Barossa - Yorke - Mid North,Light,Local Road,No,No,Weekday,Day,Driver,Male,85,75_or_older
20212069,Vic,2,2021,Thursday,08:00:00,Multiple,3,No,No,No,90,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,Weekday,Day,Driver,Female,34,26_to_39
20212069,Vic,2,2021,Thursday,08:00:00,Multiple,3,No,No,No,90,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,Weekday,Day,Driver,Male,62,40_to_64
20213051,Qld,2,2021,Friday,06:00:00,Multiple,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekday,Day,Motorcycle rider,Male,30,26_to_39
20211078,NSW,2,2021,Monday,13:00:00,Multiple,1,No,No,No,100,Inner Regional Australia,Mid North Coast,Mid-Coast,Sub-arterial Road,No,No,Weekday,Day,Passenger,Female,74,65_to_74
20213179,Qld,2,2021,Saturday,22:00:00,Multiple,1,No,No,No,70,Major Cities of Australia,Logan - Beaudesert,Logan,Local Road,No,No,Weekend,Night,Driver,Male,17,17_to_25
20215137,WA,2,2021,Friday,22:48:00,Single,1,No,No,No,100,Inner Regional Australia,Bunbury,Bunbury,National or State Highway,No,No,Weekend,Night,Driver,Male,34,26_to_39
20211094,NSW,2,2021,Saturday,01:00:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,Riverina,Wagga Wagga,National or State Highway,No,No,Weekend,Night,Driver,Male,28,26_to_39
20211057,NSW,2,2021,Monday,11:20:00,Single,1,No,No,No,100,Outer Regional Australia,Riverina,Griffith,Local Road,No,No,Weekday,Day,Driver,Female,49,40_to_64
20212048,Vic,2,2021,Thursday,02:25:00,Multiple,1,No,No,Yes,100,Outer Regional Australia,North West,West Wimmera,National or State Highway,No,No,Weekday,Night,Driver,Male,46,40_to_64
20214015,SA,2,2021,Wednesday,22:01:00,Single,1,No,No,No,80,Major Cities of Australia,Adelaide - South,Onkaparinga,Sub-arterial Road,No,No,Weekday,Night,Passenger,Female,19,17_to_25
20212106,Vic,2,2021,Thursday,21:51:00,Multiple,1,No,No,No,80,Major Cities of Australia,Melbourne - South East,Greater Dandenong,National or State Highway,No,No,Weekday,Night,Pedal cyclist,Male,42,40_to_64
20212173,Vic,2,2021,Tuesday,18:56:00,Multiple,1,No,No,No,90,Major Cities of Australia,Melbourne - South East,Cardinia,Arterial Road,No,No,Weekday,Night,Motorcycle rider,Male,60,40_to_64
20212084,Vic,2,2021,Tuesday,21:30:00,Single,1,No,No,No,60,Major Cities of Australia,Melbourne - West,Melton,Local Road,No,No,Weekday,Night,Driver,Male,40,40_to_64
20215139,WA,2,2021,Wednesday,14:44:00,Single,1,No,No,No,110,Outer Regional Australia,Western Australia - Wheat Belt,Wickepin,Arterial Road,No,No,Weekday,Day,Passenger,Male,9,0_to_16
20211208,NSW,2,2021,Friday,15:35:00,Multiple,1,No,No,No,50,Major Cities of Australia,Sydney - South West,Fairfield,Local Road,No,No,Weekday,Day,Passenger,Male,2,0_to_16
20211016,NSW,2,2021,Wednesday,05:45:00,Single,1,No,No,No,100,Outer Regional Australia,New England and North West,Inverell,Arterial Road,No,No,Weekday,Night,Driver,Male,48,40_to_64
20211234,NSW,2,2021,Tuesday,18:00:00,Single,1,No,No,No,100,Inner Regional Australia,Central West,Bathurst Regional,Local Road,No,No,Weekday,Night,Motorcycle rider,Male,21,17_to_25
