Date ID,Crash ID,Year,Month,Day of week,Dayweek,Time,Christmas Period,Easter Period
date1359,20227039,2022,8,Weekend,Saturday,03:59:00,No,No
date1360,20221168,2022,8,Weekend,Sunday,17:29:00,No,No
date1361,20221205,2022,8,Weekend,Sunday,10:35:00,No,No
date1362,20223273,2022,8,Weekend,Saturday,02:00:00,No,No
date1363,20225124,2022,8,Weekend,Saturday,17:44:00,No,No
date1364,20223105,2022,8,Weekend,Saturday,17:00:00,No,No
date1365,20223133,2022,8,Weekend,Saturday,09:00:00,No,No
date1366,20224014,2022,8,Weekend,Sunday,20:57:00,No,No
date1367,20222134,2022,8,Weekday,Wednesday,15:00:00,No,No
date1368,20223274,2022,8,Weekday,Wednesday,11:00:00,No,No
date1369,20225070,2022,8,Weekday,Monday,09:00:00,No,No
date1370,20222070,2022,8,Weekend,Friday,20:20:00,No,No
date1371,20222080,2022,8,Weekday,Monday,07:20:00,No,No
date1372,20223032,2022,8,Weekday,Monday,11:00:00,No,No
date1373,20221233,2022,8,Weekday,Wednesday,16:00:00,No,No
date1374,20222032,2022,8,Weekday,Friday,07:00:00,No,No
date1375,20222187,2022,8,Weekday,Tuesday,12:05:00,No,No
date1376,20223168,2022,8,Weekday,Friday,11:00:00,No,No
date1377,20223168,2022,8,Weekday,Friday,11:00:00,No,No
date1378,20225135,2022,8,Weekend,Friday,22:25:00,No,No
date1379,20225135,2022,8,Weekend,Friday,22:25:00,No,No
date1380,20223188,2022,8,Weekday,Wednesday,13:00:00,No,No
date1381,20224011,2022,8,Weekday,Thursday,21:58:00,No,No
date1382,20223242,2022,8,Weekday,Tuesday,20:00:00,No,No
date1383,20226031,2022,8,Weekday,Monday,20:29:00,No,No
date1384,20222113,2022,8,Weekday,Thursday,08:15:00,No,No
date1385,20221212,2022,8,Weekday,Tuesday,15:00:00,No,No
date1386,20221133,2022,8,Weekday,Friday,15:05:00,No,No
date1387,20222126,2022,8,Weekday,Tuesday,15:30:00,No,No
date1388,20223171,2022,8,Weekday,Thursday,12:00:00,No,No
date1389,20223152,2022,8,Weekday,Wednesday,00:00:00,No,No
date1390,20221045,2022,8,Weekday,Tuesday,15:30:00,No,No
date1391,20221016,2022,8,Weekday,Friday,16:00:00,No,No
date1392,20223235,2022,8,Weekday,Wednesday,04:00:00,No,No
date1393,20222049,2022,8,Weekday,Wednesday,12:55:00,No,No
date1394,20222221,2022,8,Weekday,Thursday,16:24:00,No,No
date1395,20225037,2022,8,Weekday,Thursday,02:24:00,No,No
date1396,20225037,2022,8,Weekday,Thursday,02:24:00,No,No
date1397,20227037,2022,8,Weekday,Monday,18:30:00,No,No
date1398,20227037,2022,8,Weekday,Monday,18:30:00,No,No
date1399,20221019,2022,8,Weekday,Thursday,23:41:00,No,No
date1400,20222017,2022,8,Weekday,Tuesday,20:00:00,No,No
date1401,20221240,2022,8,Weekday,Monday,20:25:00,No,No
date1402,20221091,2022,8,Weekday,Monday,19:00:00,No,No
date1403,20224051,2022,8,Weekday,Thursday,12:40:00,No,No
date1404,20222058,2022,8,Weekday,Tuesday,18:42:00,No,No
date1405,20225077,2022,8,Weekend,Saturday,14:46:00,No,No
date1406,20222140,2022,8,Weekday,Wednesday,16:42:00,No,No
date1407,20225023,2022,8,Weekend,Sunday,08:13:00,No,No
date1408,20225023,2022,8,Weekend,Sunday,08:13:00,No,No
date1409,20223236,2022,8,Weekday,Tuesday,17:00:00,No,No
date1410,20225046,2022,8,Weekend,Sunday,18:44:00,No,No
date1411,20225053,2022,8,Weekend,Sunday,02:12:00,No,No
date1412,20224035,2022,8,Weekend,Saturday,13:23:00,No,No
date1413,20227014,2022,8,Weekday,Thursday,10:08:00,No,No
date1414,20221189,2022,8,Weekday,Friday,17:30:00,No,No
date1415,20223113,2022,8,Weekday,Friday,07:00:00,No,No
date1416,20223118,2022,8,Weekend,Saturday,00:00:00,No,No
date1417,20223146,2022,8,Weekend,Sunday,13:00:00,No,No
date1418,20223041,2022,8,Weekday,Monday,07:00:00,No,No
date1419,20221095,2022,8,Weekend,Sunday,15:50:00,No,No
date1420,20223196,2022,8,Weekend,Sunday,08:00:00,No,No
date1421,20222038,2022,8,Weekend,Saturday,16:09:00,No,No
date1422,20223093,2022,8,Weekday,Wednesday,03:00:00,No,No
date1423,20224020,2022,8,Weekend,Sunday,00:45:00,No,No
date1424,20225040,2022,8,Weekend,Friday,19:28:00,No,No
date1425,20225062,2022,8,Weekend,Sunday,07:15:00,No,No
date1426,20225080,2022,8,Weekday,Tuesday,14:30:00,No,No
date1427,20226037,2022,8,Weekend,Saturday,17:10:00,No,No
date1428,20226037,2022,8,Weekend,Saturday,17:10:00,No,No
date1429,20226037,2022,8,Weekend,Saturday,17:10:00,No,No
date1430,20228008,2022,8,Weekday,Monday,17:30:00,No,No
date1431,20223068,2022,8,Weekend,Sunday,10:00:00,No,No
date1432,20227024,2022,8,Weekday,Thursday,06:04:00,No,No
date1433,20227004,2022,8,Weekday,Tuesday,03:30:00,No,No
date1434,20222074,2022,8,Weekday,Monday,13:18:00,No,No
date1435,20221021,2022,8,Weekday,Thursday,13:00:00,No,No
date1436,20222131,2022,8,Weekend,Friday,23:00:00,No,No
date1437,20222131,2022,8,Weekend,Friday,23:00:00,No,No
date1438,20222200,2022,8,Weekend,Saturday,17:39:00,No,No
date1439,20223214,2022,8,Weekday,Wednesday,22:00:00,No,No
date1440,20223044,2022,8,Weekday,Tuesday,10:00:00,No,No
date1441,20226009,2022,7,Weekend,Sunday,00:28:00,No,No
date1442,20221144,2022,7,Weekend,Saturday,01:50:00,No,No
date1443,20222201,2022,7,Weekend,Sunday,04:50:00,No,No
date1444,20222160,2022,7,Weekend,Sunday,02:30:00,No,No
date1445,20223223,2022,7,Weekend,Sunday,14:00:00,No,No
date1446,20222073,2022,7,Weekend,Friday,20:25:00,No,No
date1447,20223017,2022,7,Weekend,Sunday,18:00:00,No,No
date1448,20222088,2022,7,Weekend,Sunday,07:33:00,No,No
date1449,20223212,2022,7,Weekday,Thursday,14:00:00,No,No
date1450,20227013,2022,7,Weekday,Friday,16:30:00,No,No
date1451,20227013,2022,7,Weekday,Friday,16:30:00,No,No
date1452,20224029,2022,7,Weekend,Saturday,03:30:00,No,No
date1453,20221088,2022,7,Weekend,Sunday,03:00:00,No,No
date1454,20222092,2022,7,Weekday,Wednesday,17:15:00,No,No
date1455,20227015,2022,7,Weekend,Sunday,22:00:00,No,No
date1456,20222171,2022,7,Weekday,Friday,14:15:00,No,No
date1457,20223109,2022,7,Weekday,Thursday,15:00:00,No,No
date1458,20223162,2022,7,Weekday,Monday,11:00:00,No,No
date1459,20222145,2022,7,Weekend,Saturday,01:00:00,No,No
date1460,20222037,2022,7,Weekend,Friday,23:20:00,No,No
date1461,20222029,2022,7,Weekday,Wednesday,09:40:00,No,No
date1462,20223036,2022,7,Weekday,Tuesday,15:00:00,No,No
date1463,20223217,2022,7,Weekday,Thursday,14:00:00,No,No
date1464,20223192,2022,7,Weekday,Friday,07:00:00,No,No
date1465,20222008,2022,7,Weekday,Friday,16:51:00,No,No
date1466,20223123,2022,7,Weekday,Monday,12:00:00,No,No
date1467,20223138,2022,7,Weekday,Wednesday,20:00:00,No,No
date1468,20225103,2022,7,Weekday,Wednesday,22:00:00,No,No
date1469,20221159,2022,7,Weekday,Wednesday,18:50:00,No,No
date1470,20222144,2022,7,Weekday,Wednesday,14:28:00,No,No
date1471,20225105,2022,7,Weekday,Monday,18:21:00,No,No
date1472,20222050,2022,7,Weekday,Friday,15:41:00,No,No
date1473,20223035,2022,7,Weekday,Friday,05:00:00,No,No
date1474,20226010,2022,7,Weekday,Wednesday,19:26:00,No,No
date1475,20222067,2022,7,Weekday,Tuesday,05:50:00,No,No
date1476,20221125,2022,7,Weekday,Monday,18:30:00,No,No
date1477,20223182,2022,7,Weekday,Friday,04:00:00,No,No
date1478,20223144,2022,7,Weekday,Friday,15:00:00,No,No
date1479,20221044,2022,7,Weekday,Thursday,10:30:00,No,No
date1480,20221052,2022,7,Weekday,Friday,12:05:00,No,No
date1481,20221054,2022,7,Weekday,Tuesday,22:10:00,No,No
date1482,20222046,2022,7,Weekday,Thursday,04:10:00,No,No
date1483,20224003,2022,7,Weekday,Tuesday,06:50:00,No,No
date1484,20224008,2022,7,Weekday,Friday,16:45:00,No,No
date1485,20227030,2022,7,Weekend,Friday,21:50:00,No,No
date1486,20222175,2022,7,Weekday,Tuesday,07:02:00,No,No
date1487,20222084,2022,7,Weekday,Monday,14:00:00,No,No
date1488,20225112,2022,7,Weekend,Sunday,19:27:00,No,No
date1489,20221148,2022,7,Weekend,Sunday,17:30:00,No,No
date1490,20221042,2022,7,Weekday,Wednesday,14:30:00,No,No
date1491,20222157,2022,7,Weekday,Thursday,08:05:00,No,No
date1492,20222190,2022,7,Weekend,Saturday,12:01:00,No,No
date1493,20223216,2022,7,Weekend,Sunday,09:00:00,No,No
date1494,20221102,2022,7,Weekend,Monday,05:50:00,No,No
date1495,20221096,2022,7,Weekend,Sunday,23:29:00,No,No
date1496,20223101,2022,7,Weekend,Saturday,08:00:00,No,No
date1497,20223086,2022,7,Weekend,Sunday,16:00:00,No,No
date1498,20225152,2022,7,Weekday,Friday,12:54:00,No,No
date1499,20223099,2022,7,Weekday,Thursday,00:00:00,No,No
date1500,20225136,2022,7,Weekend,Sunday,15:56:00,No,No
date1501,20225028,2022,7,Weekday,Tuesday,11:47:00,No,No
date1502,20225054,2022,7,Weekday,Friday,06:23:00,No,No
date1503,20222118,2022,7,Weekday,Tuesday,10:40:00,No,No
date1504,20225064,2022,7,Weekday,Monday,22:00:00,No,No
date1505,20221067,2022,7,Weekend,Saturday,12:20:00,No,No
date1506,20222072,2022,7,Weekday,Tuesday,10:35:00,No,No
date1507,20224046,2022,7,Weekday,Friday,12:30:00,No,No
date1508,20224060,2022,7,Weekday,Monday,06:44:00,No,No
date1509,20225056,2022,7,Weekday,Tuesday,09:35:00,No,No
date1510,20226043,2022,7,Weekday,Friday,14:40:00,No,No
date1511,20226008,2022,7,Weekday,Thursday,16:50:00,No,No
date1512,20223125,2022,7,Weekday,Friday,11:00:00,No,No
date1513,20223240,2022,7,Weekend,Sunday,17:00:00,No,No
date1514,20223069,2022,7,Weekday,Thursday,19:00:00,No,No
date1515,20223077,2022,7,Weekday,Tuesday,13:00:00,No,No
date1516,20225063,2022,7,Weekend,Saturday,16:07:00,No,No
date1517,20227023,2022,6,Weekend,Sunday,15:30:00,No,No
date1518,20226041,2022,6,Weekday,Tuesday,18:15:00,No,No
date1519,20226041,2022,6,Weekday,Tuesday,18:15:00,No,No
date1520,20222182,2022,6,Weekend,Sunday,01:18:00,No,No
date1521,20221215,2022,6,Weekend,Saturday,00:20:00,No,No
date1522,20223031,2022,6,Weekend,Saturday,00:00:00,No,No
date1523,20225119,2022,6,Weekend,Saturday,13:28:00,No,No
date1524,20225119,2022,6,Weekend,Saturday,13:28:00,No,No
date1525,20221242,2022,6,Weekend,Saturday,13:08:00,No,No
date1526,20221245,2022,6,Weekend,Sunday,13:30:00,No,No
date1527,20221106,2022,6,Weekend,Friday,21:00:00,No,No
date1528,20227025,2022,6,Weekend,Saturday,00:10:00,No,No
date1529,20221118,2022,6,Weekend,Sunday,10:38:00,No,No
date1530,20222205,2022,6,Weekend,Saturday,14:47:00,No,No
date1531,20222210,2022,6,Weekend,Sunday,16:00:00,No,No
date1532,20224022,2022,6,Weekend,Sunday,06:09:00,No,No
date1533,20224024,2022,6,Weekend,Sunday,02:30:00,No,No
date1534,20223259,2022,6,Weekend,Saturday,19:00:00,No,No
date1535,20223209,2022,6,Weekday,Monday,08:00:00,No,No
date1536,20223219,2022,6,Weekday,Thursday,15:00:00,No,No
date1537,20228005,2022,6,Weekend,Saturday,22:05:00,No,No
date1538,20225060,2022,6,Weekday,Friday,15:05:00,No,No
date1539,20225008,2022,6,Weekday,Friday,08:42:00,No,No
date1540,20222062,2022,6,Weekday,Monday,16:50:00,No,No
date1541,20227021,2022,6,Weekend,Friday,21:30:00,No,No
date1542,20225102,2022,6,Weekday,Wednesday,11:51:00,No,No
date1543,20225102,2022,6,Weekday,Wednesday,11:51:00,No,No
date1544,20225102,2022,6,Weekday,Wednesday,11:51:00,No,No
date1545,20223158,2022,6,Weekday,Thursday,10:00:00,No,No
date1546,20221160,2022,6,Weekday,Wednesday,17:28:00,No,No
date1547,20221160,2022,6,Weekday,Wednesday,17:28:00,No,No
date1548,20221160,2022,6,Weekday,Wednesday,17:28:00,No,No
date1549,20225127,2022,6,Weekday,Thursday,15:33:00,No,No
date1550,20223186,2022,6,Weekday,Tuesday,04:00:00,No,No
date1551,20222127,2022,6,Weekday,Thursday,00:50:00,No,No
date1552,20223051,2022,6,Weekday,Tuesday,15:00:00,No,No
date1553,20223020,2022,6,Weekday,Monday,16:00:00,No,No
date1554,20221239,2022,6,Weekday,Thursday,11:15:00,No,No
date1555,20223175,2022,6,Weekday,Thursday,21:00:00,No,No
date1556,20221141,2022,6,Weekday,Thursday,14:20:00,No,No
date1557,20222077,2022,6,Weekday,Wednesday,13:35:00,No,No
date1558,20222217,2022,6,Weekday,Thursday,09:34:00,No,No
date1559,20223211,2022,6,Weekday,Wednesday,23:00:00,No,No
date1560,20224026,2022,6,Weekday,Tuesday,20:05:00,No,No
date1561,20222103,2022,6,Weekend,Friday,22:55:00,No,No
date1562,20222130,2022,6,Weekday,Monday,10:50:00,No,No
date1563,20227012,2022,6,Weekday,Tuesday,19:45:00,No,No
date1564,20223063,2022,6,Weekday,Friday,14:00:00,No,No
date1565,20221230,2022,6,Weekday,Wednesday,12:10:00,No,No
date1566,20221230,2022,6,Weekday,Wednesday,12:10:00,No,No
date1567,20221033,2022,6,Weekday,Tuesday,06:20:00,No,No
date1568,20222169,2022,6,Weekday,Tuesday,20:07:00,No,No
date1569,20223233,2022,6,Weekday,Monday,16:00:00,No,No
date1570,20221149,2022,6,Weekend,Saturday,15:50:00,No,No
date1571,20222082,2022,6,Weekday,Friday,08:18:00,No,No
date1572,20224013,2022,6,Weekday,Thursday,17:45:00,No,No
date1573,20225150,2022,6,Weekend,Friday,18:47:00,No,No
date1574,20221250,2022,6,Weekday,Monday,10:00:00,No,No
date1575,20221058,2022,6,Weekday,Friday,12:00:00,No,No
date1576,20222048,2022,6,Weekday,Thursday,18:55:00,No,No
date1577,20223174,2022,6,Weekday,Thursday,12:00:00,No,No
date1578,20223180,2022,6,Weekday,Thursday,06:00:00,No,No
date1579,20223076,2022,6,Weekday,Monday,09:00:00,No,No
date1580,20223006,2022,6,Weekday,Friday,14:00:00,No,No
date1581,20223185,2022,6,Weekday,Wednesday,14:00:00,No,No
date1582,20224058,2022,6,Weekday,Monday,22:22:00,No,No
date1583,20221066,2022,6,Weekday,Tuesday,14:25:00,No,No
date1584,20222234,2022,6,Weekday,Thursday,08:00:00,No,No
date1585,20222068,2022,6,Weekday,Tuesday,02:00:00,No,No
date1586,20225115,2022,6,Weekend,Saturday,14:55:00,No,No
date1587,20225012,2022,6,Weekend,Saturday,16:48:00,No,No
date1588,20225076,2022,6,Weekend,Saturday,14:48:00,No,No
date1589,20222235,2022,6,Weekday,Friday,14:45:00,No,No
date1590,20222011,2022,6,Weekday,Thursday,03:54:00,No,No
date1591,20222085,2022,6,Weekend,Saturday,23:25:00,No,No
date1592,20222093,2022,6,Weekday,Thursday,09:40:00,No,No
date1593,20225139,2022,6,Weekday,Friday,16:49:00,No,No
date1594,20225031,2022,6,Weekday,Monday,08:47:00,No,No
date1595,20225082,2022,6,Weekday,Thursday,17:17:00,No,No
date1596,20227006,2022,6,Weekday,Monday,15:25:00,No,No
date1597,20221115,2022,6,Weekend,Saturday,07:50:00,No,No
date1598,20222180,2022,6,Weekday,Monday,06:45:00,No,No
date1599,20222028,2022,6,Weekday,Thursday,18:30:00,No,No
date1600,20222094,2022,6,Weekend,Sunday,18:12:00,No,No
date1601,20223200,2022,6,Weekday,Monday,10:00:00,No,No
date1602,20223230,2022,6,Weekday,Wednesday,12:00:00,No,No
date1603,20223230,2022,6,Weekday,Wednesday,12:00:00,No,No
date1604,20221178,2022,6,Weekend,Friday,18:45:00,No,No
date1605,20221252,2022,6,Weekday,Thursday,10:12:00,No,No
date1606,20222027,2022,6,Weekend,Sunday,15:48:00,No,No
date1607,20223228,2022,6,Weekend,Sunday,15:00:00,No,No
date1608,20223085,2022,6,Weekday,Thursday,10:00:00,No,No
date1609,20226005,2022,6,Weekday,Monday,08:00:00,No,No
date1610,20225099,2022,5,Weekday,Friday,07:25:00,No,No
date1611,20225020,2022,5,Weekend,Sunday,,No,No
date1612,20223004,2022,5,Weekend,Saturday,23:00:00,No,No
date1613,20227026,2022,5,Weekday,Monday,21:30:00,No,No
date1614,20226012,2022,5,Weekend,Friday,19:10:00,No,No
date1615,20223048,2022,5,Weekday,Wednesday,05:00:00,No,No
date1616,20222213,2022,5,Weekend,Monday,04:40:00,No,No
date1617,20225089,2022,5,Weekday,Tuesday,08:34:00,No,No
date1618,20225002,2022,5,Weekend,Saturday,12:42:00,No,No
date1619,20226035,2022,5,Weekday,Monday,12:55:00,No,No
date1620,20225093,2022,5,Weekend,Sunday,13:12:00,No,No
date1621,20221128,2022,5,Weekend,Saturday,20:30:00,No,No
date1622,20223271,2022,5,Weekend,Saturday,18:00:00,No,No
date1623,20221097,2022,5,Weekend,Sunday,22:15:00,No,No
date1624,20221131,2022,5,Weekend,Sunday,10:00:00,No,No
date1625,20221180,2022,5,Weekend,Sunday,08:30:00,No,No
date1626,20223090,2022,5,Weekend,Sunday,07:00:00,No,No
date1627,20224061,2022,5,Weekend,Saturday,16:30:00,No,No
date1628,20222045,2022,5,Weekend,Saturday,16:40:00,No,No
date1629,20222121,2022,5,Weekend,Sunday,16:55:00,No,No
date1630,20223143,2022,5,Weekend,Sunday,11:00:00,No,No
date1631,20223040,2022,5,Weekend,Friday,18:00:00,No,No
date1632,20223088,2022,5,Weekday,Friday,06:00:00,No,No
date1633,20223027,2022,5,Weekday,Monday,15:00:00,No,No
date1634,20223100,2022,5,Weekday,Friday,16:00:00,No,No
date1635,20225032,2022,5,Weekday,Tuesday,06:50:00,No,No
date1636,20223015,2022,5,Weekend,Saturday,18:00:00,No,No
date1637,20224041,2022,5,Weekday,Tuesday,17:36:00,No,No
date1638,20221119,2022,5,Weekday,Monday,13:10:00,No,No
date1639,20223082,2022,5,Weekday,Friday,07:00:00,No,No
date1640,20225110,2022,5,Weekend,Sunday,02:30:00,No,No
date1641,20228009,2022,5,Weekend,Saturday,21:20:00,No,No
date1642,20223264,2022,5,Weekday,Tuesday,12:00:00,No,No
date1643,20222026,2022,5,Weekend,Saturday,21:00:00,No,No
date1644,20223241,2022,5,Weekend,Sunday,05:00:00,No,No
date1645,20223094,2022,5,Weekend,Sunday,18:00:00,No,No
date1646,20223009,2022,5,Weekend,Friday,23:00:00,No,No
date1647,20223116,2022,5,Weekday,Monday,22:00:00,No,No
date1648,20223156,2022,5,Weekday,Tuesday,23:00:00,No,No
date1649,20221193,2022,5,Weekday,Wednesday,10:16:00,No,No
date1650,20221158,2022,5,Weekday,Wednesday,18:50:00,No,No
date1651,20223253,2022,5,Weekday,Friday,16:00:00,No,No
date1652,20222212,2022,5,Weekday,Thursday,19:50:00,No,No
date1653,20223119,2022,5,Weekday,Wednesday,03:00:00,No,No
date1654,20226045,2022,5,Weekday,Thursday,19:10:00,No,No
date1655,20221105,2022,5,Weekday,Tuesday,07:11:00,No,No
date1656,20221087,2022,5,Weekday,Thursday,19:40:00,No,No
date1657,20226034,2022,5,Weekday,Tuesday,16:45:00,No,No
date1658,20226034,2022,5,Weekday,Tuesday,16:45:00,No,No
date1659,20222185,2022,5,Weekday,Thursday,17:35:00,No,No
date1660,20222055,2022,5,Weekday,Friday,07:52:00,No,No
date1661,20228011,2022,5,Weekday,Thursday,22:55:00,No,No
date1662,20223269,2022,5,Weekday,Friday,17:00:00,No,No
date1663,20223269,2022,5,Weekday,Friday,17:00:00,No,No
date1664,20221236,2022,5,Weekday,Wednesday,12:45:00,No,No
date1665,20223124,2022,5,Weekday,Thursday,16:00:00,No,No
date1666,20223183,2022,5,Weekday,Thursday,11:00:00,No,No
date1667,20223251,2022,5,Weekday,Thursday,15:00:00,No,No
date1668,20222179,2022,5,Weekday,Tuesday,00:10:00,No,No
date1669,20227040,2022,5,Weekday,Wednesday,22:10:00,No,No
date1670,20223197,2022,5,Weekend,Sunday,18:00:00,No,No
date1671,20221048,2022,5,Weekday,Monday,20:43:00,No,No
date1672,20224047,2022,5,Weekday,Wednesday,05:26:00,No,No
date1673,20227031,2022,5,Weekday,Tuesday,21:44:00,No,No
date1674,20223131,2022,5,Weekday,Thursday,19:00:00,No,No
date1675,20221055,2022,5,Weekday,Wednesday,09:45:00,No,No
date1676,20225018,2022,5,Weekend,Saturday,10:20:00,No,No
date1677,20222065,2022,5,Weekday,Wednesday,17:30:00,No,No
date1678,20223023,2022,5,Weekend,Saturday,17:00:00,No,No
date1679,20226021,2022,5,Weekday,Friday,14:23:00,No,No
date1680,20222112,2022,5,Weekday,Monday,08:38:00,No,No
date1681,20222047,2022,5,Weekday,Monday,13:45:00,No,No
date1682,20223145,2022,5,Weekend,Sunday,06:00:00,No,No
date1683,20223145,2022,5,Weekend,Sunday,06:00:00,No,No
date1684,20223266,2022,5,Weekend,Sunday,05:00:00,No,No
date1685,20223042,2022,5,Weekday,Tuesday,07:00:00,No,No
date1686,20221014,2022,5,Weekday,Monday,12:35:00,No,No
date1687,20221050,2022,5,Weekend,Sunday,14:30:00,No,No
date1688,20222141,2022,5,Weekday,Wednesday,12:20:00,No,No
date1689,20224055,2022,5,Weekend,Sunday,13:53:00,No,No
date1690,20224055,2022,5,Weekend,Sunday,13:53:00,No,No
date1691,20221137,2022,5,Weekend,Sunday,15:00:00,No,No
date1692,20226028,2022,5,Weekday,Thursday,21:10:00,No,No
date1693,20227008,2022,5,Weekday,Friday,07:05:00,No,No
date1694,20228012,2022,5,Weekday,Friday,17:20:00,No,No
date1695,20221227,2022,5,Weekday,Wednesday,10:25:00,No,No
date1696,20221004,2022,5,Weekday,Thursday,22:50:00,No,No
date1697,20224009,2022,5,Weekday,Wednesday,11:45:00,No,No
date1698,20228010,2022,5,Weekend,Saturday,13:15:00,No,No
date1699,20222095,2022,5,Weekday,Tuesday,17:12:00,No,No
date1700,20223195,2022,5,Weekend,Sunday,03:00:00,No,No
date1701,20223220,2022,5,Weekday,Monday,14:00:00,No,No
date1702,20223073,2022,5,Weekend,Saturday,16:00:00,No,No
date1703,20224050,2022,5,Weekday,Wednesday,10:55:00,No,No
date1704,20221110,2022,5,Weekday,Tuesday,10:10:00,No,No
date1705,20221219,2022,5,Weekday,Friday,12:39:00,No,No
date1706,20221228,2022,5,Weekend,Sunday,00:26:00,No,No
date1707,20221037,2022,5,Weekday,Thursday,17:40:00,No,No
date1708,20223247,2022,5,Weekday,Tuesday,17:00:00,No,No
date1709,20225141,2022,5,Weekday,Friday,08:45:00,No,No
date1710,20221130,2022,4,Weekend,Friday,20:37:00,No,Yes
date1711,20221155,2022,4,Weekend,Monday,04:10:00,No,Yes
date1712,20225137,2022,4,Weekend,Saturday,23:03:00,No,No
date1713,20225090,2022,4,Weekday,Tuesday,06:16:00,No,No
date1714,20225034,2022,4,Weekend,Sunday,18:44:00,No,Yes
date1715,20225091,2022,4,Weekend,Monday,01:14:00,No,No
date1716,20225047,2022,4,Weekend,Saturday,18:42:00,No,Yes
date1717,20226030,2022,4,Weekday,Thursday,17:22:00,No,No
date1718,20228006,2022,4,Weekend,Sunday,06:05:00,No,No
date1719,20226040,2022,4,Weekday,Monday,18:30:00,No,No
date1720,20224019,2022,4,Weekday,Thursday,20:13:00,No,No
date1721,20223080,2022,4,Weekday,Friday,00:00:00,No,No
date1722,20223137,2022,4,Weekend,Sunday,19:00:00,No,No
date1723,20223218,2022,4,Weekend,Sunday,19:00:00,No,No
date1724,20221134,2022,4,Weekday,Thursday,18:40:00,No,No
date1725,20224031,2022,4,Weekend,Friday,20:06:00,No,No
date1726,20222120,2022,4,Weekend,Friday,21:56:00,No,No
date1727,20222120,2022,4,Weekend,Friday,21:56:00,No,No
date1728,20226025,2022,4,Weekend,Saturday,16:30:00,No,No
date1729,20227011,2022,4,Weekday,Thursday,21:53:00,No,No
date1730,20225147,2022,4,Weekend,Saturday,09:54:00,No,No
date1731,20227007,2022,4,Weekend,Saturday,22:00:00,No,No
date1732,20221206,2022,4,Weekend,Saturday,11:27:00,No,No
date1733,20222202,2022,4,Weekend,Monday,05:35:00,No,No
date1734,20221197,2022,4,Weekend,Saturday,06:18:00,No,No
date1735,20223028,2022,4,Weekend,Sunday,15:00:00,No,No
date1736,20223028,2022,4,Weekend,Sunday,15:00:00,No,No
date1737,20223117,2022,4,Weekday,Friday,12:00:00,No,Yes
date1738,20226019,2022,4,Weekday,Monday,06:30:00,No,Yes
date1739,20221123,2022,4,Weekday,Friday,11:10:00,No,Yes
date1740,20222004,2022,4,Weekday,Tuesday,13:18:00,No,No
date1741,20221176,2022,4,Weekday,Monday,08:20:00,No,No
date1742,20221046,2022,4,Weekend,Sunday,04:48:00,No,No
date1743,20222181,2022,4,Weekday,Wednesday,09:30:00,No,No
date1744,20222086,2022,4,Weekend,Sunday,01:50:00,No,No
date1745,20222079,2022,4,Weekday,Friday,15:40:00,No,No
date1746,20225087,2022,4,Weekday,Tuesday,05:23:00,No,No
date1747,20221147,2022,4,Weekday,Thursday,03:00:00,No,Yes
date1748,20221147,2022,4,Weekday,Thursday,03:00:00,No,Yes
date1749,20225074,2022,4,Weekday,Thursday,05:15:00,No,No
date1750,20225068,2022,4,Weekday,Friday,15:10:00,No,No
date1751,20225049,2022,4,Weekday,Thursday,20:24:00,No,No
date1752,20226007,2022,4,Weekday,Thursday,18:17:00,No,Yes
date1753,20221188,2022,4,Weekday,Tuesday,16:00:00,No,No
date1754,20224042,2022,4,Weekday,Wednesday,19:22:00,No,No
date1755,20225024,2022,4,Weekday,Tuesday,17:09:00,No,No
date1756,20226026,2022,4,Weekday,Thursday,16:00:00,No,No
date1757,20221170,2022,4,Weekday,Friday,06:30:00,No,No
date1758,20221222,2022,4,Weekday,Thursday,09:30:00,No,No
date1759,20221222,2022,4,Weekday,Thursday,09:30:00,No,No
date1760,20221009,2022,4,Weekday,Tuesday,21:20:00,No,No
date1761,20221258,2022,4,Weekend,Saturday,18:05:00,No,No
date1762,20221173,2022,4,Weekday,Monday,23:10:00,No,No
date1763,20221226,2022,4,Weekday,Tuesday,20:40:00,No,No
date1764,20221049,2022,4,Weekday,Friday,01:30:00,No,No
date1765,20224054,2022,4,Weekday,Tuesday,15:05:00,No,No
date1766,20225132,2022,4,Weekday,Wednesday,00:46:00,No,No
date1767,20222107,2022,4,Weekday,Thursday,12:20:00,No,No
date1768,20221191,2022,4,Weekend,Saturday,17:05:00,No,Yes
date1769,20222162,2022,4,Weekday,Monday,19:56:00,No,Yes
date1770,20223106,2022,4,Weekend,Saturday,11:00:00,No,No
date1771,20221223,2022,4,Weekday,Monday,14:10:00,No,No
date1772,20222101,2022,4,Weekend,Saturday,17:35:00,No,No
date1773,20222184,2022,4,Weekday,Friday,12:52:00,No,No
date1774,20223238,2022,4,Weekend,Sunday,08:00:00,No,No
date1775,20223206,2022,4,Weekend,Sunday,13:00:00,No,No
date1776,20224025,2022,4,Weekday,Friday,12:58:00,No,No
date1777,20221101,2022,4,Weekend,Saturday,13:50:00,No,No
date1778,20221166,2022,4,Weekday,Thursday,14:40:00,No,Yes
date1779,20221086,2022,4,Weekend,Saturday,09:38:00,No,No
date1780,20222001,2022,4,Weekend,Sunday,09:25:00,No,Yes
